#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="treeLikelihood" implementation="beast.evolution.likelihood.TreeLikelihood" spec="phylonco.beast.evolution.likelihood.TreeLikelihoodWithErrorFast" useAmbiguities="true" useTipLikelihoods="true">
#    <errorModel id="errorModel" spec="phylonco.beast.evolution.errormodel.BinaryErrorModel">
#        <parameter id="error.alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#        <parameter id="error.beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#        <datatype id="datatype" spec="beast.evolution.datatype.Binary"/>
#    </errorModel>
#    <tree id="tree" spec="beast.evolution.tree.Tree">
#        <taxonset id="TaxonSet" spec="beast.evolution.alignment.TaxonSet">
#            <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="4" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="5" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="6" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="7" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="8" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="9" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="10" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="11" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="12" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="13" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="14" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="15" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="16" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="17" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="18" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="19" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="20" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="21" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="22" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="23" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="24" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="25" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="26" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="27" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="28" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="29" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="30" spec="beast.evolution.alignment.Taxon"/>
#        </taxonset>
#    </tree>
#    <siteModel id="siteModel" spec="beast.evolution.sitemodel.SiteModel">
#        <substModel id="subsModel" spec="phylonco.beast.evolution.substitutionmodel.BinarySubstitutionModel">
#            <parameter id="subsModel.lambda" lower="0.0" name="lambda" spec="beast.core.parameter.RealParameter">1.0</parameter>
#        </substModel>
#    </siteModel>
#</input>
#
Sample	treeLikelihood	subsModel.lambda	error.alpha	error.beta	yule.birthrate	tree.height	tree.treeLength
0	-5642.0083929189395	1.070505679103699	0.010014105765605	0.09093294730608202	7.914685663112333	0.5355209683913363	4.6591292014290575
2000	-5627.176081991925	1.038074209541027	0.008639554795676574	0.09522072876821767	5.571062508711062	0.6717288913839791	4.690068772153111
4000	-5637.288293322465	1.1067037598682135	0.011997224420601409	0.10171788396375947	6.219329894742363	0.5968082050783184	4.48144087366318
6000	-5640.233912070061	1.078499543814633	0.0014550330301881008	0.07456954208203354	7.160807919610279	0.7032920241632521	5.346848959873363
8000	-5634.496857518145	0.9909133189656324	0.005929810313200918	0.09919496585684609	7.257177628621124	0.7659392845974397	4.842143652672515
10000	-5633.459607594847	1.1361146202635366	0.007793276450226091	0.08871089538783702	4.534512952878421	0.7421137915046745	5.011300126191283
12000	-5635.204707439522	1.035823434785497	0.0025088163086847914	0.09633102659827437	6.785191714429359	0.5763530512750125	4.836579220188194
14000	-5637.334259837385	1.0478011896876829	0.0035540875198515703	0.08275231094307692	5.968462060467841	0.617907697134039	4.907812988169736
16000	-5633.779392970086	1.0901450593937854	0.00490704903240009	0.0979144664333767	7.078807374211276	0.5959025227881688	4.47671326450399
18000	-5643.384894704046	1.0286982008140941	8.978422916111426E-4	0.08844045078913816	5.30324833950312	0.6895953574133427	4.935254621798135
20000	-5637.568754267714	1.1134873934903586	0.0033761874062141	0.0869586986722026	6.186820473529104	0.6004631915399572	4.969731071470901
22000	-5640.48624511868	1.045119695664373	0.010287510338845307	0.08515140828779516	8.09691336074075	0.616068447553499	4.5729424241349035
24000	-5631.66047622632	1.0662951977032848	0.0018582181219889949	0.09086066483912363	6.830055348615473	0.6338704319049507	5.063800498487028
26000	-5634.940997297398	1.0602865960262324	0.0011368790098500773	0.08730200329279375	9.063332027519856	0.5395659133715837	4.443367209574293
28000	-5638.0795993269585	0.9445367745718117	0.006425588840420026	0.09443699919893653	6.6787874281079045	0.6515123834925306	4.876563581281864
30000	-5629.363090626834	1.0975707769456902	0.012586453342729375	0.09719136688910525	6.663068388418475	0.6397666987711219	4.624591144956543
32000	-5636.8243552814665	0.9989888951497183	0.002526448300460658	0.09626013230544539	8.373942035099887	0.62634098027621	4.748269274938882
34000	-5639.824239189411	1.1011965156993042	0.011138221127945514	0.09481481321631653	6.275790886442651	0.5871512805414324	4.7341177653949735
36000	-5636.825167914492	0.9861317639816732	0.009065936019704192	0.10203037638238699	6.933882517120782	0.5861848724817892	4.5284852635105235
38000	-5634.48807326488	1.1654085736411721	0.0036520736276229623	0.09129603375024643	5.602978848054063	0.6759558325666559	4.806928672617198
40000	-5638.211946722849	1.0207509157401708	0.006985390687033202	0.09351845052019235	6.752985717121455	0.6244855030573464	4.728462106939214
42000	-5636.745796194948	1.0840364829894042	9.766745316645757E-4	0.08429675283838864	7.322753520778262	0.7018331831098779	5.2266376515627595
44000	-5636.826609008471	0.9760862845968539	0.0019322396786466023	0.09829724947377039	6.8032917155272035	0.5808447575888694	4.630841467490951
46000	-5631.938073026658	1.0171104564533424	0.003305764212196762	0.09798711782510681	6.6273620809782905	0.7253839336121629	4.992335525271693
