#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="treeLikelihood" implementation="beast.evolution.likelihood.TreeLikelihood" spec="phylonco.beast.evolution.likelihood.TreeLikelihoodWithErrorFast" useAmbiguities="true" useTipLikelihoods="true">
#    <errorModel id="errorModel" spec="phylonco.beast.evolution.errormodel.BinaryErrorModel">
#        <parameter id="error.alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#        <parameter id="error.beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#        <datatype id="datatype" spec="beast.evolution.datatype.Binary"/>
#    </errorModel>
#    <tree id="tree" spec="beast.evolution.tree.Tree">
#        <taxonset id="TaxonSet" spec="beast.evolution.alignment.TaxonSet">
#            <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="4" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="5" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="6" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="7" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="8" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="9" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="10" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="11" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="12" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="13" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="14" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="15" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="16" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="17" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="18" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="19" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="20" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="21" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="22" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="23" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="24" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="25" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="26" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="27" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="28" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="29" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="30" spec="beast.evolution.alignment.Taxon"/>
#        </taxonset>
#    </tree>
#    <siteModel id="siteModel" spec="beast.evolution.sitemodel.SiteModel">
#        <substModel id="subsModel" spec="phylonco.beast.evolution.substitutionmodel.BinarySubstitutionModel">
#            <parameter id="subsModel.lambda" lower="0.0" name="lambda" spec="beast.core.parameter.RealParameter">1.0</parameter>
#        </substModel>
#    </siteModel>
#</input>
#
Sample	treeLikelihood	subsModel.lambda	error.alpha	error.beta	yule.birthrate	tree.height	tree.treeLength
0	-4763.253112709626	0.5736797329751534	0.004172965699911076	0.0071579251880757476	7.912389443365815	0.33178407173420604	4.548261868345362
2000	-4757.9997699633905	0.5901197037434046	0.00538014797990286	0.01180125824835426	6.955373999062899	0.3482926382497648	4.351069348906887
4000	-4758.925046806569	0.6190811768033101	0.007820801303208431	0.005457205008557518	7.059138493110322	0.3759547756857695	4.6168280164421684
6000	-4758.848856585213	0.598206679235303	0.0022807374247629307	0.01357149410777846	5.526425061063805	0.3032994913449367	4.143992655202984
8000	-4757.084216468006	0.5936763484703234	5.583898776087676E-4	0.005509339289826445	7.620735866408498	0.31593145058859096	4.144750803154541
10000	-4756.416288186864	0.5896049115687432	0.007632558788140073	0.01064309372980342	7.5644612698235125	0.34534355995276467	4.397738292958812
12000	-4764.028692911262	0.5382721617897241	0.0017475651610423266	0.007322880455650478	7.633510368421233	0.3333588160788976	4.295101276252395
14000	-4758.484682382093	0.5827789515476216	0.0012694922648337774	0.007091626242879541	6.133205911036571	0.32016951906723284	4.1677345146589655
16000	-4755.17690537469	0.5565373263994928	0.0027471189587233934	0.01020155880832502	6.9763214956531225	0.3332209493043165	4.154297454671627
18000	-4756.688111964505	0.526511949019051	0.002129767557041008	0.011451157740512447	7.042734845299346	0.3411855535844472	4.173462557755619
20000	-4763.109018617759	0.5672705198554249	0.009813049980498513	0.008610367423558777	5.828547673163734	0.35236634177586695	4.4047213202191235
22000	-4752.543011709106	0.5680745907348455	0.001786702489517002	0.008091792337598923	6.188725974366379	0.3233972672181622	4.20600256308973
24000	-4753.299093690714	0.5526633023903726	0.0028342408386658764	0.00681908222428978	7.95860796625285	0.31628034048673664	4.1168484490561505
26000	-4759.188218900987	0.563471307992845	0.006478441581706099	0.012443497183287935	6.802663157099578	0.3077844585250835	3.845549308693723
28000	-4758.4302375792295	0.6233706036330098	9.543939329666092E-4	0.006041398178681401	6.952250930277299	0.36596340374759306	4.548085386311855
30000	-4751.055352439243	0.5848760565477958	0.002398456761143413	0.012004010011405043	7.664588575779517	0.3394798781893205	4.268212235035694
32000	-4752.605711172328	0.571327799667873	0.0013748955520915828	0.008561298343511896	8.84907366350661	0.3579231582567085	4.405323572843522
34000	-4756.440660603243	0.5853491770713368	0.0020372615824170276	0.010973201905281144	7.086601676885431	0.36976511334854806	4.304173408547065
36000	-4756.952191990338	0.592129855958459	0.004125029936381017	0.005271500594986003	7.6867998104579724	0.3419782763340732	4.478214696878969
38000	-4759.523984458507	0.534040681174984	0.002389650430870669	0.010345725569212889	5.743530194474246	0.3117519974501646	4.198318959933941
40000	-4757.780007965583	0.5309477127900532	5.90443512049055E-4	0.009015197062303179	8.990063641743108	0.3606003604472037	4.530899419806013
42000	-4763.367696382956	0.5948440774277101	0.004487910105420241	0.011454140898893671	6.373307629615501	0.34625931453654607	4.320331634540116
44000	-4749.80551080788	0.5694396850037118	0.00414554405249494	0.0075603511775484845	5.180122085848072	0.3486614311357575	4.295618624261891
46000	-4749.771796513376	0.5910998381252359	0.005995031174006504	0.009350233918843324	7.615583029282495	0.34892202559087154	4.353877104190827
