#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="treeLikelihood" implementation="beast.evolution.likelihood.TreeLikelihood" spec="phylonco.beast.evolution.likelihood.TreeLikelihoodWithErrorFast" useAmbiguities="true" useTipLikelihoods="true">
#    <errorModel id="errorModel" spec="phylonco.beast.evolution.errormodel.BinaryErrorModel">
#        <parameter id="error.alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#        <parameter id="error.beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#        <datatype id="datatype" spec="beast.evolution.datatype.Binary"/>
#    </errorModel>
#    <tree id="tree" spec="beast.evolution.tree.Tree">
#        <taxonset id="TaxonSet" spec="beast.evolution.alignment.TaxonSet">
#            <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="4" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="5" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="6" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="7" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="8" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="9" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="10" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="11" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="12" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="13" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="14" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="15" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="16" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="17" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="18" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="19" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="20" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="21" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="22" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="23" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="24" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="25" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="26" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="27" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="28" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="29" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="30" spec="beast.evolution.alignment.Taxon"/>
#        </taxonset>
#    </tree>
#    <siteModel id="siteModel" spec="beast.evolution.sitemodel.SiteModel">
#        <substModel id="subsModel" spec="phylonco.beast.evolution.substitutionmodel.BinarySubstitutionModel">
#            <parameter id="subsModel.lambda" lower="0.0" name="lambda" spec="beast.core.parameter.RealParameter">1.0</parameter>
#        </substModel>
#    </siteModel>
#</input>
#
Sample	treeLikelihood	subsModel.lambda	error.alpha	error.beta	yule.birthrate	tree.height	tree.treeLength
0	-5283.8262467174545	0.7060018812312832	0.013415076906949758	0.009173819716999246	6.351701757425142	0.7165748576386709	5.285241917830791
2000	-5296.759545398421	0.7509347446571061	0.012433682472339254	0.014216378025813582	6.725181573457808	0.5828245272068037	4.6931909082617596
4000	-5285.326075874362	0.6576524679580451	0.0048701495615356616	0.012040209104333243	5.3877953992413685	0.6280942069076833	5.154712148192089
6000	-5288.713328368701	0.7237836927386627	0.0011572733074245297	0.0071484965176316796	5.941236153178349	0.8219338169058182	6.05293980142423
8000	-5300.222624408857	0.6918132769919613	4.496743972774473E-4	0.006834960911840127	6.881569303514813	0.7762608481276037	5.967463346642386
10000	-5279.595732051407	0.7072694673373309	0.004663108037235819	0.0052665211957334665	6.588381123866056	0.6938205152721587	5.362767942687886
12000	-5279.705843092775	0.6727562018352494	0.0015978457044543734	0.0030076355892792784	4.77060042956249	0.6371017377990432	5.550431438185955
14000	-5277.066343477223	0.7261055076587284	0.001171859046779534	0.002406774432193414	5.968688617393387	0.6490483536305148	5.466476318072166
16000	-5283.229444157584	0.7193298461203125	0.0038606094888606448	0.006647000404861118	7.147098356546816	0.6291300963779314	5.183277031958154
18000	-5278.891855050993	0.7293471080125161	0.0015204564984947944	0.0066140786606938085	6.612919872726332	0.6973779979365671	5.454912066904702
20000	-5278.623376497841	0.7138720176740241	0.001376132606596683	0.011905242007376655	6.170565404190905	0.7162110646134198	5.713343772074209
22000	-5283.561961351359	0.7548736819077432	0.012872753902729024	0.01569164426976628	7.1834844444026995	0.57333959567312	5.000787760307059
24000	-5284.955387041009	0.7357916394457226	0.00810867714591728	0.017941091160300963	7.873201856286866	0.5935000893567085	4.962960557961571
26000	-5287.6676105074475	0.7679271562930029	0.012923205984024355	4.8411442095366635E-4	6.7465413658254585	0.5770500400826725	5.127727976318878
28000	-5282.324696355177	0.6577736737230506	0.001509296095684677	0.004920197137344738	6.336521994571469	0.6272825011834399	5.526310134038187
30000	-5288.101958974917	0.7565180077783262	0.007922955103172351	0.0027703780643233023	6.377461951023255	0.6663544771095987	5.656324951018991
32000	-5289.007940321416	0.7181734095347012	0.010971849544181747	0.010064177024847973	5.529458392572957	0.5869536911324769	4.967479497937441
34000	-5286.672110456906	0.7663350490579169	0.003777920796472357	0.0054308736690272886	5.993521168898209	0.5776040032781131	5.534151257724152
36000	-5288.475714263255	0.631326782896087	0.0040158389387880186	0.013091019089483708	7.213390665145452	0.5884937924297488	5.121873971528867
38000	-5291.4576975581385	0.7059470876055339	0.006055339123574397	0.006329443198309092	5.27536553457577	0.7396696479669564	5.6990183070172575
40000	-5283.491264760797	0.7071652698900679	6.598989344987411E-4	0.010353902469938147	6.344540486240851	0.6187612601558653	5.2903118963283005
42000	-5282.208119983051	0.7044968568149722	0.0033423378740346965	0.0015504048768108668	5.408172051131315	0.6548929399602247	5.483937584496448
44000	-5283.126637434385	0.6848764265520146	0.002808686613722938	0.008759393898001936	6.456086406999398	0.6401128744366386	5.269397401061131
46000	-5284.359548084223	0.7187819391004084	0.004778623732870559	0.009070198416224988	5.569483975426488	0.6235217582627839	5.161707659094005
