#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="treeLikelihood" implementation="beast.evolution.likelihood.TreeLikelihood" spec="phylonco.beast.evolution.likelihood.TreeLikelihoodWithErrorFast" useAmbiguities="true" useTipLikelihoods="true">
#    <errorModel id="errorModel" spec="phylonco.beast.evolution.errormodel.BinaryErrorModel">
#        <parameter id="error.alpha" lower="0.0" name="alpha" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#        <parameter id="error.beta" lower="0.0" name="beta" spec="beast.core.parameter.RealParameter" upper="1.0">0.1</parameter>
#        <datatype id="datatype" spec="beast.evolution.datatype.Binary"/>
#    </errorModel>
#    <tree id="tree" spec="beast.evolution.tree.Tree">
#        <taxonset id="TaxonSet" spec="beast.evolution.alignment.TaxonSet">
#            <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="4" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="5" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="6" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="7" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="8" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="9" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="10" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="11" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="12" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="13" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="14" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="15" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="16" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="17" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="18" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="19" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="20" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="21" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="22" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="23" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="24" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="25" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="26" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="27" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="28" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="29" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="30" spec="beast.evolution.alignment.Taxon"/>
#        </taxonset>
#    </tree>
#    <siteModel id="siteModel" spec="beast.evolution.sitemodel.SiteModel">
#        <substModel id="subsModel" spec="phylonco.beast.evolution.substitutionmodel.BinarySubstitutionModel">
#            <parameter id="subsModel.lambda" lower="0.0" name="lambda" spec="beast.core.parameter.RealParameter">1.0</parameter>
#        </substModel>
#    </siteModel>
#</input>
#
Sample	treeLikelihood	subsModel.lambda	error.alpha	error.beta	yule.birthrate	tree.height	tree.treeLength
0	-5481.424656878624	1.2283141466720997	0.014899569976809064	0.014694945307205333	6.673734991826581	0.4628302471545416	5.18473064113414
2000	-5482.050259388091	1.0770704823877195	0.00831172152586989	0.028861248049792905	7.174215859336854	0.41140113844883547	4.9169992845709505
4000	-5482.028289929874	1.2318333832160033	0.008065369502295099	0.015829307040511855	7.616855628169112	0.43320325851743924	5.060032097925876
6000	-5481.7685910752225	1.1957186233438792	0.008840720947636629	0.021038834992472936	6.2166028548503025	0.42822554091933207	4.91657056745691
8000	-5471.016826963635	1.0462083596084986	0.008071794584958408	0.016859428100808156	6.461902174592648	0.4415121128457147	5.376901919695896
10000	-5486.653335852366	0.889167257023957	0.006536676912368223	0.04444516649015123	6.126303010333585	0.3839273925741561	4.722655313486364
12000	-5484.694754361144	1.0622964562742734	0.007659215681354628	0.023787317436016184	5.690701480219334	0.40750381549202747	4.891705263130555
14000	-5486.543807207635	1.0485043358890636	0.008008629133938577	0.0250615933793331	7.379773443446521	0.40681376350098575	4.762899217004188
16000	-5489.454036752014	1.1224365945983161	0.007919779286425096	0.02589347441852956	6.450781359288928	0.4326346459927657	4.890297348794392
18000	-5483.562083157947	1.0869460902364645	0.002865736700574547	0.009101056278220023	6.556034659668039	0.4425103738651613	5.326537133751619
20000	-5486.504707194259	1.11316002180906	0.009316382608719743	0.017310792108288398	6.108083356036377	0.44000370357198443	5.190057248886187
22000	-5486.96945948342	0.9790275044606837	0.005351759906042179	0.020241541667159867	5.238999712131675	0.45389660577390495	5.103414254870656
24000	-5483.927130300406	1.1641096461072884	0.006981334176338557	0.015065198471544083	7.306597754142484	0.4637192764626077	5.283120502267611
26000	-5475.709822665966	1.0861370087110793	0.0028582482616077848	0.01809162512781892	6.698947625988929	0.4620709519562112	5.261279939219335
28000	-5479.850232984331	1.063462180371483	0.010151175765163572	0.02263121887881769	7.819121769136968	0.4023040399445803	4.753358296710633
30000	-5475.773501616237	1.0396446475783507	0.014827865107495009	0.02381152150307724	6.623771927659823	0.42146565106316697	5.07494959565269
32000	-5477.758001050209	1.015945932383253	0.0073982883526037165	0.02130035076318853	7.285723818977562	0.41798035796489413	5.01263442867384
34000	-5481.418100544456	1.1187209409260286	0.008664217487820994	0.01986646767742397	6.264242344059437	0.44590869997362287	5.132457307685178
36000	-5478.317457795486	1.0610613738422559	0.008692115470926806	0.025189279816629117	6.435090803473602	0.4178029168512055	5.087748751201014
38000	-5482.82014908748	0.9897511564466704	0.011988427031095778	0.033455430802567285	4.7511402495970625	0.3955869189702212	4.726599810841883
40000	-5473.184005776794	1.0843301992288186	0.015072574435563731	0.02743593839152777	6.588036465497558	0.41410106881513403	4.7629051489742835
42000	-5486.434398430836	1.183577984895721	0.013758234161774375	0.018601615186570056	6.548787011599172	0.42161370391965164	4.851667268944365
44000	-5484.597341124407	0.9584849487370689	0.017247515236494364	0.029594716280046496	6.8756261627279285	0.45077194590976355	4.901597893352043
46000	-5487.3160020606465	1.069741778247821	0.02037731155978241	0.022382211159699655	6.590675165471626	0.47635491467113983	5.075901998509482
