Sample	posterior	likelihood	prior	pi.0	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	pi.7	pi.8	pi.9	pi.a	pi.b	pi.c	pi.d	pi.e	pi.f	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	Theta	psi.height	psi.treeLength	E.treeLikelihood
20000	-4007.8973158786553	-4015.3320866611193	7.4347707824642555	0.06652192091671422	0.029433296387853573	0.029116984594351247	0.06952654932827632	0.04060221466822704	0.11713922898813509	0.05628807891668182	0.017429322967595015	0.02156763723538252	0.022036177048618558	0.2047566339680522	0.05831397705131627	0.046676054610218495	0.03514309396704002	0.029237721981472634	0.15621110737006488	0.12878686392702052	0.26644261169704647	0.26357953949299884	0.08380085904026018	0.14375135042324177	0.11363877541943203	1.3141121544105192	1.0179620497759272	5.420832500226243	-4015.3320866611193
22000	-4016.777022703343	-4021.467623466785	4.690600763441964	0.0508068665556305	0.02513488441488987	0.037026324364711746	0.06952654932827632	0.04999123178097717	0.1144993290217151	0.04837249745374725	0.017086158004487616	0.014854982332377316	0.013030842593553735	0.19032011888529984	0.07275164583353688	0.06070575421074007	0.0448451057836358	0.028702461700913694	0.162345247735507	0.13037400177321562	0.25341496372296757	0.2623809345398457	0.10262347558091944	0.14375135042324177	0.10745527395980975	1.2842763697830308	1.096306335143573	5.844623908887105	-4021.467623466785
24000	-4008.739043397727	-4015.0921927014024	6.353149303675103	0.055456854792558886	0.02627026761057675	0.030198304264555227	0.07417250605419445	0.03947613868422274	0.1056052220478122	0.04837249745374725	0.012990373936588563	0.021008845952749843	0.02135268232402833	0.1828865253474709	0.06136761287596701	0.0656841105903182	0.04722953011125315	0.038190403054390726	0.16973812489956566	0.16175942773641147	0.24961368809287535	0.2409329558103982	0.10409673549029164	0.12457180070151387	0.11902539216850933	1.7446625826224074	0.9986094868010205	5.464466607408193	-4015.0921927014024
26000	-4015.2780085152494	-4023.1835782279577	7.905569712708292	0.06313505522695648	0.02624540888335681	0.030492101614387056	0.06999381822465012	0.03462926409086184	0.13315623494431858	0.053238529066414	0.012696576586756735	0.022849269157907463	0.01892857018987141	0.17138272944714744	0.06136761287596701	0.05206251926677293	0.05012447901527085	0.028514402430176014	0.17118342897918515	0.12025315393496554	0.3117307356134738	0.20147324272076111	0.10343949466362176	0.13851343138754307	0.12458994167963457	1.3329843775813603	0.894933613533856	5.069145311431865	-4023.1835782279577
28000	-4008.4266996744113	-4016.5223481598155	8.095648485404134	0.06591291825537401	0.0339501880000552	0.028225578088837334	0.07495297184865407	0.041034339372728226	0.12416938832961684	0.045242439255596935	0.0192465099292859	0.019651900064304922	0.018772658278694385	0.17890804566625534	0.057390649517014954	0.05077347093787186	0.03854306399415374	0.023604571155049915	0.1796213073065062	0.13973834395071993	0.2735621311836836	0.2247088160901634	0.11426952512399365	0.10750432854794566	0.14021685510349358	1.272080667055401	0.9389644507762307	5.053282953343143	-4016.5223481598155
30000	-4010.3045803977266	-4015.0160149819694	4.711434584243015	0.06984314031505276	0.023080716486126522	0.021149307083872082	0.08183927058410576	0.05856473367188632	0.11567202232505998	0.039706064545148724	0.017018687403702472	0.01879793168044424	0.0219761374360136	0.1594284885135171	0.06589096984258125	0.048124620458761924	0.038525304218304045	0.026317497200721678	0.19406510823470138	0.13903339960531141	0.29085789578324733	0.23048649009672548	0.09795214753038145	0.12382170614155785	0.11784836084277632	2.049548587053729	1.0084093803624326	5.496985146579146	-4015.0160149819694
32000	-4010.835373598454	-4016.7739772125437	5.9386036140892955	0.05996551336630662	0.02820447508148017	0.026301834450390672	0.07854006753081585	0.04694362307501325	0.09022680500260999	0.04766493375095052	0.018887999114702687	0.01948893614670371	0.01979235838920238	0.15796430030402697	0.05748408550586306	0.0621857239365831	0.057200454384354546	0.028377956454875487	0.20077093350612082	0.14528376991748898	0.25014477607713353	0.21633151302802328	0.10743072459760766	0.1429395546314017	0.13786966174834484	1.6753215479458787	1.1248505951937082	5.839193478462556	-4016.7739772125437
34000	-4018.389661158972	-4026.9471801467093	8.55751898773719	0.06593687494861866	0.021129798109985415	0.02485378316838547	0.08361064043168621	0.05530219458506989	0.10698670757675428	0.04643283400986412	0.014296118296568225	0.02255361102458818	0.0300789932435745	0.1401092976755141	0.05807949646118013	0.05835022380963845	0.052951377460258624	0.025333224285224977	0.19399482491308856	0.13925910209377695	0.25689206381560137	0.21002475893707356	0.09303652310670589	0.13960938404399859	0.16117816800284365	1.3979355144846577	0.9548003282561507	5.210116849431901	-4026.9471801467093
36000	-4018.6366029156598	-4024.9826138359776	6.346010920317887	0.07222543887056831	0.0279247969287554	0.037563719321300156	0.07486714216639773	0.03994037135882219	0.12603754615001583	0.031891267633061174	0.013775566789871567	0.024850643092540793	0.017425772839581626	0.15261302506211116	0.06029858917396536	0.04788750090597161	0.04181211302759786	0.03614788910043758	0.19473861757900143	0.14669352973983812	0.28567626199430146	0.21333666478107005	0.10604171781027458	0.13070308878242579	0.11754873689209	1.5210767236325438	1.1656852358434633	5.89307482343343	-4024.9826138359776
38000	-4014.4226189270576	-4019.390077050442	4.967458123384301	0.06016853956264155	0.03482728492706953	0.03249803273595882	0.08361357270732384	0.03537378242834387	0.08764029878059171	0.04555074944318845	0.011420263424948583	0.018162221959950403	0.0252310360095407	0.1883232881843654	0.07502716645191876	0.05470978094040614	0.040299463711106535	0.03151708117982774	0.17563743755281777	0.15497509272428472	0.24297128490899356	0.2466720442990696	0.10888628357173347	0.12894655760382862	0.11754873689209	1.1708138056797988	0.9939530912625657	5.731723710081682	-4019.390077050442
40000	-4014.5914983141065	-4019.2082811276305	4.6167828135239475	0.06905010421840148	0.03523514978665879	0.03249803273595882	0.08403777218485842	0.03866953538349095	0.08547397243931588	0.0445170462040029	0.010386775679977978	0.018801171520186302	0.01857324332283531	0.16687777598588854	0.06871136841004749	0.05470978094040614	0.04564833138895383	0.03151708117982774	0.1952928586191892	0.20764644403525895	0.2347495622031319	0.2032844163507889	0.11406388559867807	0.12204810519641174	0.11820758661573036	2.0155916537413283	0.92188690045179	5.474105171126482	-4019.2082811276305
42000	-4013.9251162604946	-4022.0740837257367	8.148967465242162	0.06925870906533133	0.032527615833323094	0.023512094079528603	0.08716999091267466	0.05467707215581855	0.09965904815815994	0.04627733857733746	0.016734103296828937	0.02033883784853425	0.021280777276171003	0.17453156539742243	0.05450633073442413	0.046155186421955964	0.04564833138895383	0.03431911058107406	0.17340388827246153	0.14260032318912771	0.2921503656592168	0.21350599675926688	0.09007192227398458	0.15097539089736672	0.11069600122103718	1.4909773414368122	1.0999127323157474	5.669143604544307	-4022.0740837257367
44000	-4013.345079407446	-4022.553517321913	9.208437914467353	0.06447043890122184	0.02924956114585489	0.03065265804742108	0.07530776862190644	0.04333897561118529	0.12470195920915121	0.04324575992249347	0.018290386272961832	0.02033883784853425	0.019587957051573027	0.16368080351832232	0.05375596340677956	0.06778284218857158	0.04267866498727109	0.02731969482321754	0.17559772844353433	0.11725890184691791	0.312775711627501	0.2118357241595104	0.09784405961021822	0.1332181377083074	0.12706746504754496	1.1517115431505829	0.9634311529805739	5.170072011266298	-4022.553517321913
46000	-4009.597530520179	-4013.8707698669577	4.273239346778741	0.06514416822028463	0.023676882666047692	0.02059935746768462	0.07104979298056276	0.0450233393305106	0.11233527776340976	0.04517594397359779	0.015235700039362463	0.02033883784853425	0.015220493559341589	0.17474763893022036	0.06322762352975442	0.05499304039369039	0.05944693825163207	0.036133494614688066	0.17765147043067828	0.15112057599000153	0.26424613428204435	0.2232749605375723	0.10869550717222433	0.13315946417441976	0.11950335784373761	2.1922011034393387	1.027731065736338	5.63535152983008	-4013.8707698669577
48000	-4007.1529776667576	-4014.5500973826283	7.397119715870684	0.0640686484082868	0.02657520262339535	0.024321660573023193	0.08247332266777614	0.03925940046383747	0.10628204320245063	0.048967355444030844	0.01838314385586813	0.0192671189238666	0.020579482459114402	0.17353565884343794	0.06591538947911005	0.0499524007538723	0.04762918132587285	0.02789499060858624	0.1848950003674708	0.16480777778198802	0.28273510789706224	0.22733270112509024	0.09969033375234351	0.1277909110756199	0.097643168367896	1.4135179512519644	1.0289456859743549	5.4739158849604515	-4014.5500973826283
50000	-4009.969220118969	-4015.939273873118	5.970053754148864	0.054900545802500755	0.025314857606871986	0.023298081110613517	0.07169316275292456	0.049132606326224834	0.10815839055229796	0.03853211350850035	0.018770965147628278	0.014620208024674834	0.026534285655951013	0.17395507051898895	0.07073588606331305	0.06153395948586486	0.04513290190035187	0.03029585013205721	0.18739111541123565	0.17689867256394456	0.2882812501487918	0.2077918195635482	0.09969033375234351	0.1151940851881248	0.11214383878324707	1.6969306003711526	1.0821042698860652	5.564117373771079	-4015.939273873118
52000	-4005.769985740789	-4011.433084247625	5.663098506836334	0.06828265275940748	0.02146135676957797	0.03128443046228187	0.0686984570134054	0.04030162881105102	0.11100677964059846	0.0441217825178422	0.013533573397684844	0.02081335101716454	0.021143868776568618	0.16298698528184852	0.06510425873725441	0.04722211814699316	0.056292780194478004	0.028238947886260843	0.1995070285875824	0.14451056560366096	0.2874788963656452	0.22781205823883663	0.10406524072605762	0.12318704649940587	0.11294619256639364	1.6064549379381448	1.1239784843384835	5.791817816697058	-4011.433084247625
54000	-4011.3783049680765	-4016.224935539389	4.8466305713127475	0.056274709761514934	0.03142799296854848	0.03320555916536866	0.0912452415289135	0.041104955120164655	0.11218960565582009	0.044723968652985294	0.016625596328138544	0.019549375476713315	0.019588869280159266	0.172209860752298	0.059131049364055555	0.056282659649102305	0.046968786929693265	0.028238947886260843	0.1712328214802631	0.13396438002349847	0.2542837983417135	0.2294661992000231	0.12214047763112128	0.13584414437171796	0.12430100043192568	0.9316043036858729	1.0233911455265763	5.6441780004865425	-4016.224935539389
56000	-4017.6276569222773	-4023.6382556316908	6.010598709413319	0.05046247121893358	0.024438176777082127	0.026167164844253098	0.07252587346791085	0.03991051313257884	0.12422177141872373	0.058105583414792605	0.008446654282305316	0.019549375476713315	0.01844064381139779	0.16920656401211476	0.06546517699620735	0.05270221032559763	0.04130127279277957	0.031889570333441745	0.19716697769516747	0.16750828923045974	0.2891731996662705	0.215908402558579	0.09707953568767647	0.13546075691714518	0.09486981593986918	1.5212562827780982	0.8596424711716243	5.028982182408712	-4023.6382556316908
58000	-4009.786996425036	-4015.8853789079203	6.098382482884702	0.07327484780887429	0.026461351912219287	0.028600795402483392	0.06667472135701259	0.04309421193279447	0.12576910050818135	0.056895958925203285	0.014358094014049215	0.0180005641296239	0.023759818321206806	0.14907154575844905	0.05558843226774312	0.057948714943054584	0.042188799910618184	0.029879265594956517	0.18843377721352977	0.14449634015879342	0.28349469518932746	0.22933505143938626	0.09692280786145639	0.1170797111456326	0.12867139420540386	1.6003389820658986	1.0008989074075285	5.607281305524452	-4015.8853789079203
60000	-4021.6483921719946	-4026.41055368691	4.7621615149154835	0.06047496722206559	0.024241264634909873	0.026928945354141996	0.06692296125329913	0.06962429310599222	0.1048256450929218	0.038796314951780875	0.013081068170255901	0.017094804457011482	0.01676870953809554	0.15532379047547903	0.07767608993122334	0.06178388868458586	0.04220473496793644	0.03001712095148415	0.19423540120881655	0.14174808437761124	0.2781818137613971	0.23312473157620778	0.09190169682544828	0.14096411989432941	0.11407955356500617	1.2213204472744659	1.0657925672128175	5.73742190694483	-4026.41055368691
62000	-4018.7696525932424	-4025.264090426651	6.494437833408668	0.06126284583086167	0.027698970115894346	0.030767394366386723	0.09299183735894362	0.031892931936721075	0.09839271929274307	0.032394157896403	0.022485439155548244	0.021393505494375867	0.02106787817306547	0.1714280561551861	0.0702225199428476	0.05260772663400058	0.04857614651190783	0.029830488651193456	0.1869873824839211	0.15464739162868563	0.278305046683265	0.2419653900825456	0.11820463692681141	0.10147099954052584	0.10540653513816649	1.734890907416602	1.1693664405695803	5.8544686114687785	-4025.264090426651
64000	-4019.908558806037	-4026.65151063623	6.742951830192691	0.0603719528125763	0.02631373609773508	0.03731025497738445	0.08181337461892585	0.06184963586203605	0.09802498667243806	0.040556863044163664	0.011968080763497473	0.023752357454722907	0.022075984914256004	0.16983150419447235	0.056462929026755676	0.05327624261177787	0.049753932770649836	0.030412796562678764	0.17622536761592947	0.14101468179343926	0.2432251309272391	0.2290941558919961	0.12849370208460814	0.1299756357588512	0.12819669354386612	1.571885323137634	1.0036834772188201	5.726679303773007	-4026.65151063623
66000	-4008.775971733324	-4015.7131819916185	6.937210258294773	0.06636733538129133	0.03198393432927732	0.03309989422959317	0.07970696568921024	0.029106685734364826	0.10039203215324723	0.036577179343604396	0.016879688215447178	0.025859145927834122	0.02550897383416985	0.1662240633736371	0.056462929026755676	0.061357887432108814	0.049753932770649836	0.02462611498668464	0.19609323757212407	0.13989148503484053	0.28624550755904604	0.21001149698806532	0.12020394592443726	0.11545087094974467	0.12819669354386612	1.164550232514346	0.9620985475071615	5.415454974381441	-4015.7131819916185
68000	-4009.764525618256	-4016.026203919496	6.261678301239904	0.05930692832708642	0.02719259465987968	0.026166371449521164	0.07150756553526072	0.042405587179631284	0.09339102395340473	0.051066995925419786	0.020784763566630123	0.02190502324479572	0.02207187415226613	0.17404314247700406	0.05579824730730492	0.058520850847068207	0.03958513871654071	0.03778541547179948	0.1984684771863867	0.17795164837729147	0.2700715484202816	0.20110510452583139	0.09895339574711633	0.14271369009826398	0.10920461283121528	1.194159444097692	1.0688869166688113	5.786948814962646	-4016.026203919496
70000	-4013.248498182092	-4018.910618184744	5.662120002652198	0.06198016701846057	0.025315897877394286	0.020302301986294458	0.07464044686076796	0.044369207838673166	0.1170035405925938	0.04822152676623673	0.016101935284189205	0.023614696475038985	0.025768706064260342	0.17896274035888035	0.06066377915576178	0.04658412387415424	0.035102353256794	0.028349573791374746	0.1930190027991252	0.1560872357092811	0.2938090245835831	0.2173708192307671	0.10094229241073527	0.11360649843148311	0.11818412963415029	1.8574786829669905	0.929068403946434	5.318599899870221	-4018.910618184744
72000	-4020.74904825749	-4028.127394077828	7.378345820337877	0.05277037395562129	0.03646471105029866	0.030473075596884523	0.06909223966824496	0.04807299024371822	0.11025694864297086	0.035944312869738655	0.018614995323523807	0.023432525538064124	0.03259093937142605	0.20199713213998763	0.05016790651752718	0.04716143676591311	0.04684321002247148	0.030433394098780576	0.16568380819482867	0.1629261127012526	0.2275748724104477	0.22814430546998768	0.10490672305707692	0.1499012614805368	0.12654672488069826	1.084087815190797	0.9801646080996631	5.450163945494401	-4028.127394077828
74000	-4012.6545459296426	-4020.7737034795036	8.119157549860866	0.07128659562329545	0.024128612926802392	0.03541805882431747	0.0676909549371576	0.03888324147926917	0.09716079678848744	0.038900344992475744	0.018614995323523807	0.02323648995791503	0.026443131572830958	0.1938402494371247	0.0659913387078946	0.055106957580726916	0.05130043247442041	0.030433394098780576	0.16156440527497756	0.17514152194953603	0.2712978855234087	0.22151308730843752	0.09378784278054167	0.13380831901588727	0.10445134342218879	1.5369972957610405	0.9347361369305982	5.1548000314453555	-4020.7737034795036
76000	-4010.9697047858313	-4017.520291505326	6.550586719494682	0.05930088593221289	0.03126350319487969	0.029511224641597354	0.08290490536581666	0.03888324147926917	0.12079000747138499	0.0462097319718909	0.018614995323523807	0.02323648995791503	0.012706755444583474	0.15891627294749047	0.06009129116661145	0.04950500275175241	0.05525260949997302	0.030433394098780576	0.18237968875231794	0.1417872991201459	0.29662278851144075	0.21679838915803995	0.08566273601753885	0.13315654107901453	0.12597224611382002	1.5768608190939277	1.0425846001255659	5.669886594866995	-4017.520291505326
78000	-4008.459850274183	-4015.557607266952	7.097756992768922	0.06341136721879721	0.025651104159884426	0.02600011493629799	0.06990910258459337	0.048808407264358235	0.11648986530829936	0.0425938506361542	0.011744508134542739	0.020073935341486458	0.018910885236046775	0.1581963029235831	0.06255193428469506	0.056600934031043694	0.06335522434075733	0.02839634965708244	0.18730611394237745	0.1353037490762488	0.3031063385553378	0.21988138102046723	0.08566273601753885	0.13315654107901453	0.12288925425139274	1.184391695328136	0.9433656986729687	5.222604046424544	-4015.557607266952
80000	-4015.237692364949	-4020.805128049387	5.567435684437857	0.06738192716200839	0.03360068687685442	0.02121149462059567	0.08707096597434574	0.04421987010207178	0.12513557562378275	0.04759603846321005	0.01442495801642707	0.02086450377565762	0.02024920560527957	0.15298884754993708	0.05708172494075003	0.04795522371556029	0.04572986865965632	0.03191998541668778	0.1825691234971753	0.11165266292325807	0.3087242939233917	0.19221344280521413	0.11099386521892722	0.13317350635081984	0.14324222877838888	0.961730572579799	0.9703486413400632	5.373786417579164	-4020.805128049387
82000	-4007.7163281301573	-4013.0511378686024	5.334809738444928	0.06761535882099526	0.022955887224485175	0.03195298907540805	0.07520173667970355	0.041891336785212056	0.10934835176539687	0.04858339620686365	0.015236833489080913	0.02086450377565762	0.018191413702178437	0.16108207503356017	0.06249679581088407	0.05551131822443442	0.05733105148354767	0.030867613400587572	0.18086933852200437	0.13809706504533073	0.3031417361189013	0.20564375966725668	0.09476389720532384	0.13344455627084947	0.12490898569233783	1.7053343635006653	1.118750838812357	5.999579796968389	-4013.0511378686024
84000	-4006.8611431633885	-4013.2970156965953	6.435872533206798	0.06808315049541397	0.02970014759731042	0.02073010595339727	0.07520173667970355	0.05276426245523361	0.0991991778494315	0.0460366879133784	0.01692587792075234	0.017326542079243057	0.02934272585139261	0.1692266273530193	0.0691351667949351	0.050629110554561325	0.04038791389054612	0.02673009300896833	0.18858067360271297	0.13809706504533073	0.2650560634510262	0.21928558066134177	0.10434780669374925	0.1397642050607561	0.13344927908779575	1.5280348036836437	0.9698475538345098	5.5678981315628855	-4013.2970156965953
86000	-4013.277839501955	-4019.2336884420056	5.955848940050533	0.07069037100877917	0.025973537157250953	0.025966108345613942	0.07483687041387027	0.04270890288301386	0.11619222266480211	0.05334340861314155	0.013743965379598495	0.022136439891034067	0.028368162912273384	0.15961668467620108	0.05815950237998165	0.06605494669784379	0.045528482135596605	0.023151719193653095	0.17352867564734584	0.14707446677444155	0.282032168119656	0.21259520636628837	0.09506489714695018	0.14503504302237522	0.11819821857028856	2.00261401668782	0.9591119317854959	5.383376610396354	-4019.2336884420056
88000	-4001.686190988596	-4007.635834051125	5.949643062529109	0.06269048670107398	0.026473622359668415	0.027408986877341328	0.0795789592286126	0.04300651371289744	0.13086296655211926	0.04156569754611488	0.015561192865851475	0.016192592797086555	0.02036282376454704	0.1701480683873192	0.0629611139303029	0.05820808566492671	0.048064782094500665	0.025241063116636722	0.17167304440100062	0.1512822752097744	0.30101170130723515	0.21642207383215503	0.10102607993336599	0.11418096174761647	0.11607690796985286	1.3457499095088639	0.9183163888116433	5.354063158652412	-4007.635834051125
90000	-4008.40128457102	-4014.7588000047604	6.357515433740286	0.06622228842332345	0.02357222990522085	0.022537110795877814	0.05807175796990919	0.04355128751421767	0.12733116482986978	0.04636924335587532	0.019925803099455096	0.020069874586877333	0.01781835022466207	0.17056998593080064	0.0640686657148959	0.05632405204594393	0.048064782094500665	0.030112939198100236	0.18539046431046982	0.13550561517430884	0.2927765951485882	0.23852291341677595	0.10537709454615096	0.1125551226294416	0.11526265908473432	1.2655948863904176	0.9135939971428216	5.313777982246103	-4014.7588000047604
92000	-4013.5577617864574	-4017.5140451758143	3.9562833893567984	0.07364652973730054	0.02292142368818588	0.03385163445962328	0.07651767041425406	0.052953492520754875	0.10789943577060351	0.049099169733333586	0.011861329913102056	0.020069874586877333	0.023276739576107902	0.18650521368735173	0.05273415383770655	0.04343857639085694	0.05071401977875099	0.026729977648345456	0.16778075825684505	0.13379883845984644	0.2778083402581817	0.21775961482593711	0.10820573833931443	0.1387140029987558	0.12371346511796451	2.1264684670124	1.1600333096400648	6.14733765793328	-4017.5140451758143
94000	-4016.628752957271	-4023.065651775667	6.436898818396063	0.06019261721647535	0.024193955043400724	0.035344413885012756	0.0731863835848617	0.052953492520754875	0.1086693914606712	0.04957007651553511	0.019887160057294115	0.015413525363026565	0.030326542465524707	0.1647538605464211	0.05945103599844952	0.05047179380730991	0.054572730347963415	0.02433652398277942	0.1766764972045193	0.16660994898635575	0.26158533514733384	0.21905671500839047	0.09490290738812351	0.12503891175257295	0.13280618171722347	1.4447427087523002	0.9529070230390746	5.614384360255541	-4023.065651775667
96000	-4015.826833827557	-4021.9511193559924	6.124285528435479	0.06289942714329727	0.02797117026787633	0.027475500336833693	0.0833411352002929	0.035143998959173625	0.12085955771098048	0.04728461777149446	0.013006428921186065	0.026303883050370395	0.02029319930965675	0.1685387860576807	0.06279810636729632	0.05047179380730991	0.054572730347963415	0.030249846251725193	0.16878981849686225	0.16660994898635575	0.2719664147616174	0.2087841855375201	0.10517543685899389	0.12326176489834498	0.12420224895716787	1.7634618466008285	0.8609938730519731	5.253457403594905	-4021.9511193559924
98000	-4016.4859191396163	-4023.5841288491747	7.098209709558358	0.06278955144222592	0.03381893939645294	0.024219953894242315	0.07966790938928947	0.032953218356992345	0.11614145321628827	0.044621512822896094	0.010367360793252879	0.01755579071541085	0.027399803850838927	0.19109135311367426	0.06052822545085519	0.05462213004125116	0.04898627056716131	0.02644670845230556	0.16878981849686225	0.11532889644590479	0.27994556717855096	0.22094521869808265	0.11019911949904633	0.13372779313935593	0.13985340503905935	1.4678774968118435	0.9147864889667437	5.147717498453162	-4023.5841288491747
100000	-4005.589795273687	-4012.4546824479544	6.864887174267576	0.06278955144222592	0.030966419752505497	0.02199154828101517	0.0707842735076714	0.04023636372335325	0.11955003640531461	0.04579534925580879	0.02073208168896306	0.022222519212302595	0.029799273283967594	0.16986294036840072	0.0632210006631099	0.05462213004125116	0.042215730926118876	0.032150489335041235	0.17306029211294996	0.13672785587106262	0.27350676587025596	0.23430108467347122	0.10984889568383202	0.11809973248868604	0.12751566541269213	1.3177468239051637	1.1617432277635702	5.937775581177843	-4012.4546824479544
