Sample	posterior	likelihood	prior	pi.0	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	pi.7	pi.8	pi.9	pi.a	pi.b	pi.c	pi.d	pi.e	pi.f	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	Theta	psi.height	psi.treeLength	E.treeLikelihood
224000	-4011.361589402804	-4018.761787614414	7.400198211609961	0.07094505267959275	0.030377210059568095	0.030555418608002226	0.08282234879884343	0.050473911347038276	0.11720458253584523	0.048045309064282615	0.017123274954220433	0.024886168213098102	0.021800822041285153	0.1744891689076205	0.04912847423929946	0.05363331262000553	0.039954851649535175	0.032528590556416895	0.1560315037253458	0.12629975933478713	0.2856509025896037	0.22252250035339977	0.08636311732212693	0.1539340294133963	0.12522969098668665	1.4086691953495043	0.9738599116483646	5.4933545520262825	-4018.761787614414
226000	-4016.659902847868	-4022.2238686467854	5.5639657989174545	0.06905619564000409	0.034291119254270856	0.02824694194407064	0.06732541207738474	0.04621700206845389	0.10135166616825175	0.06060893634772335	0.009239381038251407	0.018362374819823127	0.021912776411147653	0.17954336222931477	0.05325212517826187	0.046020567543837855	0.046839617824787655	0.03251476020957138	0.18521776124484463	0.13910352635480697	0.2774533092890935	0.24009094398211167	0.0933237113405291	0.13349435535331705	0.1165341536801422	1.317460100260063	1.0399143248249207	5.722104363733504	-4022.2238686467854
228000	-4005.629375273611	-4012.146537854785	6.51716258117424	0.06416344860629838	0.03097415750928384	0.025553391236375934	0.07326241316920545	0.03498549398861252	0.11946011748884797	0.03883540581559612	0.013559114066628117	0.017306491459371992	0.022083844438878654	0.1840630475777537	0.06875733443405642	0.05200184044800815	0.047024480155500266	0.025392816331475228	0.1825766032741069	0.1425339343803019	0.2952727338598179	0.2179010195477715	0.09169291952458841	0.13606523900737863	0.1165341536801422	1.7090192833099782	1.078780825421365	5.351284870432596	-4012.146537854785
230000	-4016.3304819142995	-4021.4911732419955	5.160691327696199	0.04995388806671398	0.0339208552657404	0.02021907330378997	0.06670897274793261	0.051583088955176916	0.11622809562712287	0.038520644128283314	0.016445687882986407	0.017306491459371992	0.024428471435230192	0.19188453497798616	0.06884157121896478	0.05242247867072523	0.05169329953919391	0.020010646618661226	0.1798322001021197	0.14564232061557458	0.31940789800469715	0.21416697416961314	0.07933847572238317	0.12146545550394658	0.11997887598378584	1.4108251357113035	0.9778165727623385	5.543426378114843	-4021.4911732419955
232000	-4011.663366066776	-4019.391991307343	7.7286252405669345	0.06609378547327527	0.02896857604700582	0.0234257765862136	0.07489363158296318	0.03755216938282497	0.10034100830458405	0.05377332711431575	0.019062977797062425	0.0161363547124819	0.024428471435230192	0.18460723782674282	0.07010922677526164	0.0507769750042894	0.04247660506922675	0.02993869101054493	0.17741518587797697	0.13589153360722178	0.2818210952150889	0.21117133224182588	0.09604745137637984	0.1376210003401132	0.1374475872193709	0.9856397559371061	0.9943768650085734	5.284654733895442	-4019.391991307343
234000	-4018.4394413789346	-4024.430353284602	5.990911905667399	0.058350548997233104	0.016682133163903483	0.025048996939298497	0.07741751685650777	0.036590106357969096	0.11876521201312613	0.04579801128821295	0.02199781316439659	0.028462300492746603	0.02039270653076697	0.17362055103318602	0.06186361776771116	0.05117335909077872	0.04174447575491587	0.035702357646557686	0.18639029290268894	0.14101871250089779	0.2710782949661902	0.2516401797152281	0.08297723481960931	0.12621884381532406	0.127066734182751	1.553387335232885	1.176237762860831	5.821017206107181	-4024.430353284602
236000	-4013.9119762721107	-4020.8424123622326	6.930436090122054	0.07213925997026222	0.03608386361165648	0.0242108370758915	0.06558762953911168	0.041886689828205585	0.0984636882321396	0.03820312799277125	0.02189905364848206	0.018358909913405864	0.025214784800480824	0.17104219802051562	0.05984688072662378	0.05164683551057326	0.049452006400702214	0.0338743202866005	0.19208991444257723	0.151282511543131	0.2915218950393891	0.2072419787752472	0.09524902267391817	0.1317761331532366	0.12292845881507837	0.9649356815618807	0.9126364433321305	5.2467951033457405	-4020.8424123622326
238000	-4013.1196586536685	-4018.4538868013756	5.334228147707108	0.0564769594231043	0.02949256077984297	0.02259845633511119	0.0779515327409178	0.043978818926174314	0.09134246297531974	0.05101055111603343	0.014952145263510026	0.028767315818020472	0.019841524783207838	0.18509106303064038	0.048468490892209004	0.0576298096190682	0.04153190183413187	0.03287501008853208	0.19799139637417604	0.15268318770015152	0.255256979552733	0.21104573931608275	0.11224097581071521	0.1298367714141032	0.13893634620621467	0.9327533904417785	0.9973987215623832	5.457872585609139	-4018.4538868013756
240000	-4023.701525153736	-4030.2978572224292	6.59633206869346	0.06682138195966547	0.024514723983403396	0.03422396036218789	0.0892176377039613	0.043978818926174314	0.09944495718106985	0.04250013873752054	0.015547882223607958	0.025391331487778425	0.019572702974502518	0.14540415010741434	0.06842852672566821	0.05093402689388878	0.037058466966105576	0.036357016862132094	0.20060427690491897	0.17597007555422015	0.27395933520371885	0.23131400400176516	0.08112744772133396	0.12424265708542806	0.11338648043353429	0.9858517796873937	1.1599293985475254	5.737325356811937	-4030.2978572224292
242000	-4027.050173754314	-4033.3141777929554	6.2640040386413816	0.057189852989657466	0.02636011806803766	0.03532587787483164	0.08551812998034747	0.03956810620230416	0.10507882363822928	0.038629669290964765	0.013118402820109704	0.02321329845033987	0.018290216618092846	0.1595877209186105	0.053862964301449184	0.06753004705823405	0.05055043921265998	0.02688897064257817	0.1992873619335529	0.15242533590377472	0.27024522283893215	0.1892786515138421	0.13031368672175334	0.1373462825500536	0.12039082047164451	1.2922336326474804	0.7893390021070256	5.12238885969416	-4033.3141777929554
244000	-4005.6523888990973	-4012.691661300773	7.039272401675568	0.064953429629295	0.026988460288217803	0.02574256840386508	0.0799743687835556	0.03958997587809541	0.11236601667258657	0.035300702115834366	0.015983263368232865	0.022030375730158577	0.018290216618092846	0.19124165857128916	0.059073797418130125	0.05288281154799177	0.041946701180626524	0.030559187817491583	0.18307646597653637	0.14873314222884246	0.2647468193523485	0.22482986158254462	0.11246289532834754	0.13123187163579383	0.11799540987212344	1.2944167372826063	1.0986312782639558	5.51352096750507	-4012.691661300773
246000	-4014.409998716485	-4020.994375519974	6.584376803488887	0.05863269609564193	0.026924309956372752	0.022783537435790126	0.08224996136429846	0.041719042484035296	0.10331421263004639	0.04881767798466592	0.01945511327570207	0.021487560884809763	0.02266391935514913	0.15807346593390711	0.0645402088381876	0.05561174267153524	0.055623914764024354	0.030018401944733347	0.18808423438110017	0.16759875075605893	0.3145871293570853	0.1762211559140785	0.11011054855907426	0.11927565063275362	0.11220676478094975	1.550903662112322	1.0747212216360504	5.773031850361124	-4020.994375519974
248000	-4013.3606844080477	-4018.5843683456706	5.223683937622916	0.07635705440944697	0.02523434859832986	0.022382698599931528	0.07079331668102527	0.052379447466897815	0.09624376658798123	0.04423232616914343	0.011878473252182192	0.0278705130792625	0.020790901027403413	0.16310061563365022	0.06637644845548217	0.05574934938491184	0.04686905831108704	0.02840418586014213	0.19133749648312207	0.14493468688236796	0.2672632513424957	0.19894584169160545	0.11011054855907426	0.12786827633296718	0.15087739519148982	2.101308901102783	0.960803458863273	5.310511358308269	-4018.5843683456706
250000	-4012.410650958856	-4017.4190137528076	5.008362793951768	0.056549160592561286	0.035157759012535414	0.024000480480331605	0.07737820424816119	0.040519825070995885	0.09289608569021304	0.0357586378406081	0.019374131584424345	0.018334754601231747	0.017445407594698578	0.16810049612155428	0.07275641163408568	0.06117778249079223	0.05236954614479111	0.023960381034094168	0.20422093585892098	0.1711181216772043	0.24751758142184382	0.2086962928508612	0.11966976478849103	0.13587541631814626	0.11712282294345376	1.216676605453389	1.0542216909667965	5.765846300206966	-4017.4190137528076
252000	-4016.5369748587136	-4020.52704606285	3.9900712041362922	0.07638615590555134	0.027481834285597383	0.02285046250342572	0.08959395809100598	0.04667284452310606	0.08945162657048883	0.034811626722798764	0.00960801668950717	0.020030213886767526	0.021167639684712726	0.19054617457114498	0.07068145719133143	0.05749727881503691	0.0373620163191276	0.03211183226619752	0.1737468619741997	0.14845157798522202	0.2522501517361942	0.20845500704888267	0.13600353017750721	0.13648833552692446	0.11835139752526981	1.7031429473981452	1.0796984379477403	5.8893186941587405	-4020.52704606285
254000	-4011.597471444969	-4017.260920476457	5.6634490314883905	0.07188077570626222	0.026812230707231224	0.023337137033688296	0.06802362910257727	0.04788767153070554	0.12313618318049943	0.03506447423146183	0.015014019418064531	0.017036069981300736	0.02690776227967244	0.16215080735851117	0.059765491937918726	0.05776693754125189	0.046761696152976734	0.029676919012520883	0.1887781948253567	0.13257146398641476	0.304809022520031	0.21840076630697539	0.09522066293254379	0.13663423026123217	0.11236385399280323	1.0410903574130932	0.9484255260864493	5.443223919448923	-4017.260920476457
256000	-4017.2444887932843	-4024.372143918544	7.1276551252599845	0.07188077570626222	0.02218044003583057	0.03386872037371088	0.06667906997583628	0.04004122657688172	0.11976221302403259	0.04018443915191632	0.014662645631963706	0.020249337856464378	0.02621780493151306	0.13337969712215098	0.06311557450951649	0.05623002865099909	0.050457262696018405	0.03171191212353577	0.2093788516333672	0.1384658249473223	0.2847399407352339	0.2119242365424935	0.12142869186034516	0.11802053884313608	0.12542076707146943	1.2104803322191386	1.0917714940784147	5.614703918037488	-4024.372143918544
258000	-4015.200641266319	-4022.7669908677253	7.5663496014064435	0.061153239739714545	0.03141788849447475	0.02128233582046065	0.08282415198336573	0.045315172350322286	0.11065969010744493	0.03984508018337042	0.017863705905263462	0.018237272838429033	0.025038918979612024	0.1704424586064674	0.042547782120080715	0.05715070260254752	0.053731353347857315	0.028421422874741475	0.1940688240458474	0.1708321144553895	0.297250973923281	0.20665347869671133	0.0799308627346788	0.11907681483887575	0.12625575535106398	1.4624779880288699	1.1527358359857895	5.658540716462295	-4022.7669908677253
260000	-4018.5332247398937	-4023.2965931336494	4.763368393755556	0.07624130110541157	0.035553295509646664	0.0309297962797572	0.07352108566157387	0.03618683679706834	0.10481330106076828	0.04701379470001194	0.01425154108861168	0.018237272838429033	0.02081523648539388	0.15806941522950219	0.06405173359843705	0.05584374394471966	0.04586512265080232	0.03496518453675575	0.1836413385131103	0.1831350511530926	0.2361286939516021	0.20950860802645235	0.09695679058172876	0.14746262143940217	0.12680823484772238	2.427236782520506	1.1705006024698974	5.767017762727423	-4023.2965931336494
262000	-4024.942150835628	-4032.245352367995	7.30320153236681	0.05352263775010552	0.026064506087574546	0.03252460884188658	0.08716639130892895	0.04648132105414431	0.10475424365044189	0.05148273209228795	0.015731913698427864	0.021047712333811405	0.02759875682463813	0.1810815009066325	0.043894571654506484	0.05409859260133565	0.0473422701329672	0.02864765204088123	0.17856058902142954	0.15269382721691005	0.27479636809649216	0.18410465923875338	0.11448713831000631	0.13361474543448243	0.14030326170335602	1.8009496506213474	1.2353072133695466	5.815385738275708	-4032.245352367995
264000	-4015.4719800219464	-4021.0239129934075	5.551932971460964	0.06406114728807054	0.025669961910255723	0.02546463963193628	0.07819140299701094	0.05377791938818858	0.08987685927005584	0.044867113671020475	0.015558112058395218	0.025295463820170602	0.02767683326402088	0.1798596522328619	0.055029168017822164	0.06191029538865297	0.04574737305885241	0.026100571228506092	0.18091348677417912	0.1386774156146818	0.2840908624245347	0.219138023588491	0.10196481714845185	0.11987179630415812	0.13625708491968297	2.0773224070833503	0.9203566594092882	5.3272784228439685	-4021.0239129934075
266000	-4011.7462012648057	-4018.468175797303	6.721974532497395	0.06070506388211289	0.032650258725766705	0.03283958070288144	0.08509343871789204	0.04459227823939355	0.1132437398679238	0.04870201400912379	0.01631970843074801	0.014450037641629297	0.01910629695335886	0.13741781993339494	0.06191089829663586	0.06013034484450242	0.044704699610324514	0.03401481051853343	0.19411900962577822	0.15626070238091277	0.2901840598111682	0.20735810559865167	0.09876838677904622	0.11850773773473383	0.12892100769548775	1.513481537996759	1.1252727719790059	5.7264688596303275	-4018.468175797303
268000	-4020.7695699005703	-4023.423669558155	2.654099657584741	0.05903846190113714	0.020486617821127102	0.033693319702121305	0.08103499551686641	0.048088112432160414	0.10756163926991616	0.042640284671945757	0.01827187190493991	0.01487094125682003	0.018015844729614386	0.1834185330988921	0.06123789042715078	0.045887615118716106	0.049006195110485276	0.02772076654677972	0.18902691049132714	0.11600356814277565	0.26207322608132066	0.23754921941868765	0.12393260667401455	0.14084302710140323	0.11959835258179861	2.6331424274732065	0.8873244108024958	5.238971148214986	-4023.423669558155
270000	-4012.888196115965	-4019.4691419205265	6.580945804561566	0.06553385999776032	0.03339618555517628	0.0314163689955068	0.07097289815045327	0.03850365811484996	0.1166191648096477	0.03952414933958391	0.014566989361587554	0.024843062685866252	0.027762326810028014	0.1672687186264077	0.06705618257828977	0.04546350617362987	0.03966334078564114	0.032812461356814614	0.1845971266587566	0.1548585299666022	0.2861954389733158	0.20538855649009874	0.09088755093464422	0.15306860710498058	0.10960131653035872	1.0152023505347525	1.0752475438990312	5.671609681938719	-4019.4691419205265
272000	-4021.200761586926	-4025.996926924021	4.79616533709488	0.06338052254499194	0.02973677180926955	0.02900648941271851	0.10551613651117708	0.0399919105580149	0.11191156674209546	0.03952414933958391	0.018336039241925672	0.01898726370629214	0.025458438628953778	0.17140593275385826	0.056973609752973345	0.041130048120657216	0.03693223852103029	0.03486587140259885	0.17684301095385885	0.14336392924976607	0.3070921491125853	0.21156887087473653	0.10683427362356032	0.13013080280885217	0.10100997433049987	2.1654805655250366	1.0137438048936662	5.737932201739013	-4025.996926924021
274000	-4018.5134331269182	-4025.685631225655	7.172198098736892	0.056114616794203535	0.02216626629834731	0.026208215136785798	0.07814507274305107	0.04004215303889929	0.12898570568090734	0.03952414933958391	0.019432958099109797	0.021363924377792297	0.02528335829644794	0.17865186218590232	0.06329583172236114	0.046453860934506375	0.04294308594014157	0.045500311625801294	0.16588862778615876	0.13474463335657397	0.298378276108763	0.25808284905682866	0.09264678030702192	0.12057479131538837	0.09557266985542431	1.6401272217151477	1.0405544483905038	5.5950197502164425	-4025.685631225655
276000	-4012.27003970722	-4018.852857790321	6.582818083101245	0.05076333292282283	0.030125524190666983	0.03006338950458056	0.06591763202745668	0.038180696947972555	0.10432422410994366	0.05502622954409811	0.01408696366733693	0.017694842461625566	0.03067937601610412	0.19394300835079276	0.06437562215805172	0.046476446953985937	0.04789240625352771	0.02301968835971316	0.18743061653132045	0.1616006347691437	0.2757745785265103	0.250864736120535	0.09072896287548374	0.1151974699403939	0.10583361776793371	1.4141410054811923	1.0569962045162413	5.523124761688715	-4018.852857790321
278000	-4010.3903885247046	-4017.5046619948685	7.1142734701637025	0.060042323406932364	0.03770150157817061	0.037004356602648995	0.07260591622976587	0.04383814250717213	0.11969572129770936	0.04744982248722995	0.014702480490739994	0.022102316938418423	0.02293868620634542	0.18952281469236965	0.05447370469721104	0.04791576090538892	0.0453027429850417	0.03245685670302852	0.15224685227182683	0.126179952866652	0.3086337724302563	0.23526560556238713	0.08229297553532926	0.13055532125707228	0.1170723723483033	1.1741165135350484	0.9098323683522879	5.374325912218671	-4017.5046619948685
280000	-4008.7799465456096	-4015.7765203511663	6.996573805556704	0.060042323406932364	0.029835856510239463	0.023107720968941495	0.0667942458427894	0.033372564481632915	0.12086525801559829	0.048900453666064776	0.019238779878960374	0.022102316938418423	0.026296255886809297	0.1750383516931518	0.06430406430555957	0.06215751146954947	0.049111509977891286	0.02148474884607232	0.17734803811138852	0.14157196048208912	0.2777020732358743	0.22234050579725403	0.10092173803490433	0.13581245901362882	0.12165126343624971	1.543312717771692	1.0114024862328435	5.434532856087155	-4015.7765203511663
282000	-4007.6594299298813	-4013.67663952035	6.017209590468497	0.06992915281982948	0.02660360927310427	0.02961474405684849	0.07880710264450932	0.04393607850349186	0.11540818381371684	0.04283366022895378	0.013959484070887748	0.025094159345544813	0.016768819540129147	0.15491147975908903	0.06693833826221053	0.0622513611978371	0.04180799152459995	0.03132244051124947	0.17981339444799788	0.12970591885194924	0.27623481440042547	0.22352214904647533	0.12286997374829035	0.13170751208074	0.11595963187211987	1.635428790241488	0.9486359945083064	5.495420645121804	-4013.67663952035
284000	-4016.899126540253	-4022.504543205657	5.60541666540389	0.07749969361988274	0.025003631611767635	0.02774543690722709	0.07925980828270714	0.046190702620917366	0.11706817204199389	0.041297940472096686	0.009737375309942141	0.018757889100444847	0.029837894488378106	0.16328017017408847	0.06432807043467138	0.05620045456082153	0.05260113428954696	0.02467445441425222	0.16651717167126148	0.12970591885194924	0.2792335670280535	0.24101164522210022	0.09292791651811985	0.13170751208074	0.12541344029903742	1.32824921951672	1.1045754621192851	5.7962064261578625	-4022.504543205657
286000	-4017.641383562584	-4024.9988617488902	7.357478186306132	0.05631943643868964	0.025003631611767635	0.026223118707433643	0.06875866154627816	0.046190702620917366	0.11346008088729106	0.041297940472096686	0.016156280177974276	0.026219510657000365	0.02346300609181215	0.18778702774065587	0.06417120524191494	0.045348044075690395	0.056976718971488684	0.0371631706939476	0.1654614640650412	0.16640381945771035	0.25869374120354394	0.223679294518676	0.0746733638499229	0.1418860958521177	0.13466368511802937	1.495104251831391	1.0437371873301633	5.578014606603048	-4024.9988617488902
288000	-4022.0211383182623	-4025.831018416665	3.809880098402644	0.059803789981684584	0.03162131638360219	0.027533233042148206	0.07423308044304261	0.03461382641596085	0.11223220265729696	0.03669276878986672	0.016156280177974276	0.02727082688588056	0.023035141162970348	0.1831947343009107	0.06546030159037172	0.046087998961290524	0.035343708020507306	0.031104320915029522	0.1956164702714626	0.14165876084982118	0.28303800444485144	0.24562761748012793	0.07521380682263568	0.13919758339260094	0.11526422700996306	2.1062560791757856	1.0111040518663543	5.885944259551053	-4025.831018416665
290000	-4010.169412210109	-4014.4223644994645	4.252952289355754	0.06245544843539543	0.030424093947242214	0.031040207198459277	0.06840334105982745	0.03988290367383723	0.09591841970554224	0.04536561219884447	0.01578696967935183	0.016609659013894162	0.01952732119176768	0.18253807110612572	0.05313366415744895	0.05081522541344565	0.05298141912757411	0.026812924436315756	0.20830471965492747	0.1604993823973647	0.28413655708678903	0.17845650068950183	0.11492225838830859	0.1389457620459417	0.12303953939209437	2.2277696354901293	1.0041400767559199	5.475910615828134	-4014.4223644994645
292000	-4005.591944513188	-4011.970402160023	6.37845764683474	0.06387544061969055	0.024407494757444352	0.03365715046745394	0.06761081945101394	0.03248522508109222	0.11609903066419688	0.037345562164659805	0.01578696967935183	0.022850865257810632	0.01952732119176768	0.18089186554230235	0.06599740797121631	0.05191471866805606	0.05312604748243078	0.030519461446672558	0.18390461955483978	0.1545720333361328	0.2794915090875799	0.21480594184340496	0.10597251829152483	0.13406938991107126	0.11108860753028639	1.4343136696665097	1.0828479306325791	5.665880522974023	-4011.970402160023
294000	-4018.4195511760076	-4026.13037784242	7.71082666641227	0.062435332396575866	0.034257421137484624	0.02518240729533474	0.07021758511839582	0.06009444689525971	0.11299801479667856	0.05140944435437162	0.019566689679806626	0.021527526940404967	0.03490217223671883	0.1701887398379397	0.05314529382682045	0.05450524967037979	0.051641206820745314	0.020473620756807143	0.15745484823627595	0.1419538672579171	0.2941530889727716	0.22911277209316924	0.08356428753204105	0.12234594807210199	0.1288700360719992	1.687600202956305	1.0912877033478885	5.73370700575789	-4026.13037784242
296000	-4013.169497700674	-4019.1434576029615	5.97395990228712	0.05863238551265092	0.02837978256110607	0.021082797971585125	0.06479375660529939	0.047387247425628644	0.1109659288981579	0.04035889209604439	0.021647378433738353	0.018579238642805133	0.028888226037302303	0.17818498011186173	0.07313188135263754	0.04467726314987856	0.04895961649574604	0.033803906576927306	0.18052671812863028	0.14550805178847437	0.27691413816414395	0.24166391667133783	0.088189061453462	0.10587353276171839	0.14185129916086361	1.4526002605808659	0.9430996712316182	5.580804125869399	-4019.1434576029615
298000	-4023.6007948679253	-4028.738601878828	5.137807010902698	0.059605315690306526	0.023450049541486245	0.024456044170028696	0.07820938302391939	0.05022671091330683	0.10426918055610249	0.05763781222957893	0.017823604871593193	0.02610227691712546	0.028462206797660976	0.18509443002486073	0.05821500346326487	0.061244893208849405	0.03602116750805098	0.021559994040561706	0.16762192704330328	0.17824170519363122	0.29222691994028804	0.2411220113020433	0.06182862005128824	0.1211547211942477	0.10542602231850166	2.1617163106192465	0.8731303499561742	5.3037523702944664	-4028.738601878828
300000	-4019.921873221784	-4025.285707054264	5.363833832479713	0.0754536316616374	0.026215445323536972	0.019069669404804063	0.07200207937316526	0.032765013225487784	0.11620211501635964	0.04429981956189467	0.010363108610896447	0.026387232233343508	0.025513585539038777	0.18885887831376377	0.052115954764070306	0.05359829079816179	0.04804748169947086	0.02694636880578634	0.1821613256685821	0.15784033571400827	0.2484873424270109	0.24538688222683053	0.07654485174592986	0.14315342305672865	0.1285871648294919	1.5498985341720755	1.031212043768242	5.550230822036964	-4025.285707054264
302000	-4013.307849241173	-4019.8439256474685	6.5360764062955035	0.05416427602670791	0.028677509679724447	0.02467572341992301	0.06820753150734023	0.03813163920221529	0.11386445365500247	0.06360090653658639	0.010363108610896447	0.021578599849915205	0.03607645328486507	0.1709888949552577	0.06561376778945663	0.05821561604784809	0.04165014957022908	0.024509097530384563	0.17968227233364711	0.140015841302883	0.25523100376450264	0.25577452527580197	0.09390307788313056	0.13416113888058462	0.1209144128930973	1.3530722734259233	0.9748929917836945	5.451540855904759	-4019.8439256474685
304000	-4013.7356014727384	-4019.4426779859828	5.707076513244175	0.06110362805356532	0.028677509679724447	0.021212213563913104	0.07906294181977663	0.04904259151626862	0.12523055595420718	0.04387778441345192	0.017567582835279524	0.023483681693705273	0.0175112510222538	0.17364510355178311	0.06893316349064196	0.04736727402944269	0.044196590820127724	0.02871582074234763	0.17037230681351073	0.17973880727369268	0.28798504712430584	0.20925915824007735	0.07363809242607892	0.12294440387428232	0.12643449106156296	1.7650159056288515	1.0311959096589287	5.629407366966431	-4019.4426779859828
306000	-4007.5601455727483	-4014.714381682335	7.15423610958679	0.05993293764448657	0.026969502278986306	0.02646747983091316	0.07499702000289987	0.050313104854765776	0.12530489498648842	0.04356973956708637	0.016401989988619865	0.023483681693705273	0.020262196746093614	0.1602737864022551	0.06477875800981106	0.048288608408519	0.05141014503519992	0.03848089125165745	0.16906526329851196	0.13426406869525528	0.2832439980775984	0.22058604349821243	0.10686561845192519	0.13004230245524206	0.12499796882176673	1.484103992220126	1.039878883164244	5.693059175189244	-4014.714381682335
308000	-4006.6747705212365	-4013.885934658854	7.211164137617228	0.06637172971079258	0.02682183927166293	0.02646747983091316	0.07239558651494564	0.04413956227739734	0.12095110299304263	0.04377999173017979	0.013943865902723188	0.023483681693705273	0.01830305052667066	0.17982146001090715	0.05456029000293535	0.051512558684612866	0.04552053055125741	0.03848089125165745	0.1734463790465963	0.12779735468159634	0.30782724256884725	0.20796303833555316	0.08044526788827808	0.14299557698400114	0.13297151954172412	1.3246870839408917	1.0128776422396533	5.424035514764291	-4013.885934658854
310000	-4013.7440143483145	-4021.813381158289	8.069366809974245	0.07138457204998991	0.03318712958574929	0.02646747983091316	0.07239558651494564	0.04580431623965359	0.12458364174708274	0.04452188183198389	0.013556938750465472	0.01641500934398976	0.024848988326009763	0.16978512694355619	0.04967811985949243	0.05112500247427838	0.047951474957675856	0.030525293956736768	0.17776943758747688	0.10720502408103096	0.30236969716195566	0.24290939270858347	0.10856626402835005	0.11700176486380112	0.12194785715627879	0.998368084233437	0.9805397261522244	5.152986675990008	-4021.813381158289
312000	-4010.561981957188	-4015.076095417593	4.514113460404914	0.06740133026549881	0.027353625372308857	0.026388134915294736	0.07558807995719771	0.04388099776660175	0.12208785110100745	0.0486482864985527	0.012966289489809733	0.02327497246429098	0.019008518500012048	0.1611275724383899	0.06271105388561757	0.057370387419559646	0.04800444783572833	0.02325704812484445	0.18093140396528506	0.12468117166600554	0.2724435819684487	0.25382331511388256	0.10856626402835005	0.109615745064855	0.1308699221584582	1.9272045064052001	1.0629003388672946	5.810457193211128	-4015.076095417593
314000	-4013.760629390587	-4021.064714758384	7.304085367797015	0.07571781253239843	0.027336937094746827	0.0299302162497551	0.0792298028840498	0.04991929271793428	0.10516570880310416	0.04663918786199501	0.012966289489809733	0.020445545113810533	0.02990973937997335	0.15031855839028968	0.06527441289509411	0.057887232325282326	0.05496895936712799	0.02802149352660037	0.16626881136802807	0.1442144552630211	0.2753495683502241	0.1953992655088237	0.0954089452497193	0.13439061446579628	0.15523715116241557	1.5933896568562922	1.107469009033077	5.8421765841723285	-4021.064714758384
316000	-4015.9653017131986	-4023.541271249604	7.575969536405452	0.06818006234962734	0.038003042640616366	0.020671872397730003	0.07313374016132386	0.06397573768398518	0.1061313011433922	0.04395442071213195	0.013838180064104477	0.024893470889486388	0.026828575243414407	0.16305364433632455	0.06024098777823301	0.057971999498553146	0.04672822808976971	0.027552976054919395	0.1648417609563878	0.14300823002017166	0.27853541390619724	0.21420187959661502	0.12350427284967351	0.133146558417638	0.10760364520970464	1.4579121687615983	0.9458999704411771	5.4255722406297595	-4023.541271249604
318000	-4009.1512972652217	-4015.443060520057	6.291763254834962	0.07433710955566702	0.026693765677499648	0.02669386481387554	0.08069790759059497	0.05154890153114762	0.10040960306504126	0.04594832764963842	0.015119458060793213	0.01552732213367014	0.01860437254484023	0.18289449688272297	0.06884069633740661	0.05685877689019251	0.04337217907410672	0.025383918341445308	0.16706929985135754	0.16480841048438194	0.26355171256899496	0.21131371677871524	0.10188191604429939	0.12343150262837523	0.13501274149523332	1.5782094879361213	0.9707782288881963	5.427934405549525	-4015.443060520057
320000	-4009.986941720102	-4015.7098289065984	5.72288718649612	0.06102839167322287	0.020587362026024333	0.02669386481387554	0.0895543630261716	0.040974844079755934	0.11035037213833422	0.04518690682846943	0.014616184604132401	0.0177810670067442	0.026739959802712925	0.18079688243661893	0.06733206633353744	0.058598190663479884	0.04520367547318971	0.025252258545439346	0.1693036105482909	0.1363746837248682	0.2592213445398437	0.21741259160257412	0.11577610412967167	0.1362025345078091	0.13501274149523332	1.3736792847716277	0.9576743378429374	5.479935823815726	-4015.7098289065984
322000	-4016.163291919501	-4023.4171824663786	7.253890546877756	0.06718926301324446	0.021745831763653273	0.02748421718796741	0.06957244539301427	0.04724117190750227	0.10916953503575919	0.03778354356087145	0.013825832230040531	0.018096545448214915	0.029837374530656165	0.2060679650290383	0.04819709025308208	0.04994949686884723	0.04784825180364507	0.03433914611508987	0.17165228985937317	0.16103844853394003	0.27418556528161503	0.2052847240350392	0.09258687779609272	0.14474144067809905	0.12216294367521398	1.4759737991891475	0.8526625340981178	5.031274407601957	-4023.4171824663786
324000	-4009.143623479126	-4015.363431434253	6.2198079551270204	0.06516771222611356	0.02598252096415661	0.01993088826904796	0.08081029030825004	0.03460981888693694	0.12164582262465423	0.04040644581633256	0.012300229914914883	0.018096545448214915	0.02475428908391695	0.17458319024079014	0.07040482915384705	0.0496211573239026	0.04784825180364507	0.03403722251168623	0.1798007854235899	0.1330498910003799	0.29538865177864565	0.2015314607384038	0.1276225327919384	0.1282739241466166	0.11413353954401573	1.3412398979579576	1.0368474225188455	5.468438120321077	-4015.363431434253
326000	-4008.5018508057456	-4015.0083671386915	6.506516332946148	0.0626437835049156	0.02896557158526919	0.02121983231791097	0.07720795201497395	0.03366193279444075	0.12495381532441063	0.042787993020627635	0.017679107535723083	0.01865001625223399	0.02067392955918338	0.1766290768922014	0.05385965638223327	0.05932428005956404	0.04534188773273601	0.034493549392172716	0.181907615631403	0.13974686423371668	0.29659513644307023	0.2046177437268416	0.08904107519987617	0.13418148235163319	0.13581769804486213	1.4630258278493558	0.9956248677796004	5.415803726671328	-4015.0083671386915
