Sample	posterior	likelihood	prior	pi.0	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	pi.7	pi.8	pi.9	pi.a	pi.b	pi.c	pi.d	pi.e	pi.f	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	Theta	psi.height	psi.treeLength	E.treeLikelihood
20000	-4927.257287528534	-4918.585690991326	-8.671596537207982	0.15985479082386556	0.02902631210525969	0.025911253651490274	0.031657530012946085	0.01650454360665743	0.17748633792782598	0.0346039491366105	0.04758071541396254	0.018961374981185317	0.03270122831050286	0.1608691418412367	0.023517343879302516	0.02734248283279539	0.022712844633279966	0.02719742833707873	0.16407272250600052	0.15930297962956239	0.17067296639005974	0.1727718584741351	0.16045276055167695	0.16011127888674215	0.17668815606782373	3.4926750935626707	0.4764322895824131	6.112133352063917	-4918.585690991326
22000	-4912.303246197256	-4904.9155440181285	-7.38770217912748	0.14810613705642323	0.023857308243496078	0.030201685037827913	0.028567598072098292	0.01418166894388876	0.17139088313837006	0.03646121464659741	0.04439925930458158	0.018961374981185317	0.033927622237873614	0.15238718259299883	0.022410387015475035	0.02734248283279539	0.03319017096765595	0.030762953353236894	0.1838520715754957	0.16107410825600432	0.18251453345245508	0.17157325352098196	0.15778686485732477	0.1410648128263021	0.18598642708693183	2.8269448657735543	0.48921630593226767	6.134485992723773	-4904.9155440181285
24000	-4918.242149221023	-4910.676556698478	-7.56559252254543	0.14398712376189493	0.0247689985915769	0.032964617998233206	0.03364073240764485	0.011784601707491217	0.1760225233292343	0.03646121464659741	0.030492381936278214	0.014402578003320739	0.04468128485622155	0.14824184771014826	0.022410387015475035	0.040841330563154	0.030108036355275564	0.025112178402000744	0.18408016271545313	0.16203823448648044	0.15093393078595171	0.15778515991702222	0.1623263155250534	0.15973712305649293	0.20717923622899936	2.6583004289689796	0.47285441167802356	6.038878501459731	-4910.676556698478
26000	-4916.959443978049	-4910.151248579371	-6.80819539867888	0.15659750540847123	0.028659651853473356	0.029095984703654862	0.02305089783338104	0.012583139864632727	0.17154464494966704	0.034017942631676304	0.033266228279423236	0.014402578003320739	0.039926694581193405	0.15299372767798777	0.030476662725996598	0.031679117283118174	0.03042452198018572	0.027871714689435854	0.183408987534382	0.13295953394048113	0.18203046355169789	0.15778515991702222	0.15086481050773073	0.154450405926613	0.2219096261564551	2.043545718304524	0.47196918924666187	5.928574454659399	-4910.151248579371
28000	-4913.429597824326	-4905.557647859778	-7.8719499645483	0.1559002505126132	0.03210429388901472	0.028440732632526312	0.024237084835286693	0.01481303928891306	0.16585268029737632	0.03480727860861974	0.03643481264579986	0.014784108808982524	0.035002339127779954	0.15289045417642666	0.031224645317924495	0.03861635466039217	0.021073955404748344	0.03027009985487593	0.18354786993872008	0.1393137369052349	0.16475008817585507	0.1722423315851093	0.1595339910412168	0.1639007052434082	0.2002591470491758	2.1419714988885774	0.48323351874273063	6.304278384936005	-4905.557647859778
30000	-4912.137097338233	-4904.425732429966	-7.711364908266919	0.15502496418658576	0.02327563266713978	0.02903908672189027	0.030843161984937674	0.013413609188917312	0.17497239751182847	0.0315236671707259	0.03643481264579986	0.013221004445977139	0.04060253317484542	0.14044043446819485	0.028926024585419083	0.025327299711098053	0.027286491481095368	0.04040161831685809	0.18926726173868708	0.13333628124654323	0.15401991388350078	0.18019072639474915	0.18243148400362108	0.1480759826336573	0.20194561183792853	2.324503252108056	0.45872603143127777	6.077839519985404	-4904.425732429966
32000	-4918.652347336571	-4906.15709386719	-12.495253469381417	0.16204864320348317	0.025487710952486906	0.02543073682237064	0.027987152824258905	0.013372136447771195	0.15645931535730934	0.02905500984109219	0.041357494196282256	0.013534127226513537	0.0535755942772835	0.15446529717410695	0.021231723285986895	0.03402143822131391	0.028490004510249176	0.03268097960728289	0.18080263605220862	0.15302206061636242	0.16588315833648348	0.14540776104402842	0.1743470685573005	0.15526533317098895	0.20607461827483628	4.924640474685004	0.4886063010110904	6.210427274995342	-4906.15709386719
34000	-4922.682946076731	-4915.843559610945	-6.839386465786088	0.18378521738656572	0.028710431455083472	0.02830526556324446	0.025488625072332384	0.024450550330135677	0.17085176972404476	0.02886510149189589	0.04236121973788571	0.017266976888087766	0.031671581231447046	0.13385522988073995	0.02024414404645332	0.03742641313711725	0.025981723414083065	0.02747120286989873	0.17326454777098488	0.14682306656483554	0.142616448746968	0.15094548073424977	0.18536677829883283	0.1612091894520322	0.21303903620308173	2.8302084221149086	0.4782950964701722	5.931253666341276	-4915.843559610945
36000	-4918.00672854705	-4909.355247714963	-8.651480832086968	0.1606565382568249	0.02599014273203585	0.029267373213850964	0.03207012786042212	0.01646580140538638	0.16665368699165783	0.032565854186157324	0.0325505453322763	0.016422542846597707	0.0363062873798111	0.1593994978340199	0.02688779661386452	0.03099356397399556	0.018644277445239284	0.02410765447113211	0.1910183094567282	0.15022376829937473	0.13616729372076006	0.17331121832133856	0.1680370411512725	0.18357529786433488	0.18868538064291934	3.37822744110361	0.43747908309386374	5.683720924791973	-4909.355247714963
38000	-4915.371349387868	-4909.224615682047	-6.146733705820321	0.15387438198483483	0.029980270843459694	0.02709584308856873	0.032938900966131744	0.01617404282352943	0.1759684009523509	0.028493897039035564	0.034162893425569045	0.023237702410276853	0.029507416991351947	0.1604759234631647	0.0295656318951997	0.03215696747280695	0.021912432753994127	0.02892018777283633	0.17553510611688952	0.13715217858807982	0.1565125949663982	0.1892457649048509	0.14990603578327089	0.16456877197464442	0.20261465378275584	2.295272748484672	0.4433530121323432	5.832737324345253	-4909.224615682047
40000	-4921.026720083067	-4914.52216493559	-6.504555147476797	0.15526098538645586	0.022211970902558956	0.033527144107147494	0.023643994249588546	0.012763959496651128	0.18182785615566377	0.03006038360595034	0.03995462637377222	0.023384643992156395	0.03120152971452675	0.1629345914419857	0.020977206099595587	0.03186147665154282	0.023019143508866566	0.026552521726522935	0.180817966587015	0.17329699366961102	0.1565125949663982	0.15028795528163644	0.1646400413556395	0.16456877197464442	0.19069364275207046	2.0762294457703834	0.41320057783118386	5.517647865398644	-4914.52216493559
42000	-4914.648357194665	-4906.954010467416	-7.694346727248892	0.14943843407233035	0.026283148856554618	0.03213663494871103	0.030974167655706798	0.014633212951477029	0.16522721080616337	0.035393490558185685	0.035030156850261965	0.015999180233258546	0.03653817096102919	0.14664763939031125	0.03153933267548209	0.0309667990325882	0.022331241582841263	0.03209811080651241	0.19476306861858628	0.15758564870857872	0.16569894181940403	0.15266294510887526	0.18214650883843153	0.16113223578905914	0.18077371973565134	3.103743050637334	0.4805759324797131	6.1136188864523815	-4906.954010467416
44000	-4915.513274493437	-4908.962088950623	-6.55118554281378	0.15758171592184092	0.037223808053793175	0.02729898490891209	0.03148726844764377	0.017091848039254134	0.1748235580518089	0.02432752323376021	0.029987901305952885	0.013056245661837398	0.04873485300762137	0.14339984241087816	0.02696917307490171	0.034339095086471774	0.021495649246172796	0.028489119411914343	0.18369341413723642	0.13266305880814835	0.15966022011371558	0.16455644942728048	0.17359716586991106	0.15456396386374935	0.2149591419171952	2.0052052821913597	0.45365372007124694	5.82679627461482	-4908.962088950623
46000	-4924.436778923178	-4915.862278504699	-8.574500418479026	0.16832848868230152	0.027439582665481133	0.034258132308836724	0.026821760787916864	0.014186230310350358	0.17988040579261969	0.04007842137279891	0.02856420016532612	0.011905132548428884	0.029580153467282294	0.15760534980667007	0.026116681340030486	0.026017955355771782	0.02876080880709842	0.035149704883695856	0.16530699170539098	0.14519623534467735	0.18005409499897232	0.16455644942728048	0.16028560147850685	0.14297626747764117	0.20693135127292187	2.7502197455489488	0.48342713294317124	6.215800732863182	-4915.862278504699
48000	-4923.033185699045	-4913.629654181502	-9.40353151754352	0.1734457457602563	0.026389264811799977	0.034258132308836724	0.026821760787916864	0.011881703110875379	0.17496128719629028	0.038673916194706996	0.029614518019007274	0.015028418158263133	0.0359758290050518	0.16338394736403214	0.02970660444034752	0.02866154470265552	0.023934092914596153	0.025649851017092225	0.16161338420827184	0.13278595054294628	0.16449475899822716	0.1641369849342731	0.15965136900740406	0.16625017746250126	0.21268075905464817	1.594721451479369	0.4573846481014752	6.051865132130208	-4913.629654181502
50000	-4923.476473188774	-4915.312911005983	-8.16356218279185	0.16192169287902675	0.025716234343296236	0.031901283984039616	0.04121778511929532	0.01852153973040383	0.1827936789531811	0.03376092543992422	0.04246584736006006	0.01084211568494469	0.03678426189393447	0.1408016033124852	0.022182477511255676	0.023782185520115587	0.03237200790051867	0.027650390225765972	0.16728597014175267	0.14707184109909832	0.15589546709372848	0.17114318787024374	0.161680792511557	0.13568563025209712	0.22852308117327536	3.065215022539939	0.46947204018152905	6.097005634943836	-4915.312911005983
52000	-4920.145431949901	-4912.055970162906	-8.08946178699437	0.16859934585068642	0.02108484695924226	0.023970605781505464	0.032109082332909704	0.01852153973040383	0.17217987168372256	0.04071370177381739	0.03800594649246335	0.010701599175053263	0.046531142810866885	0.14801941823365006	0.025307173941089854	0.029448129331034113	0.0294124110803317	0.03472202800872818	0.160673156814495	0.14707184109909832	0.17201526297702507	0.1520314647737086	0.15678447736802817	0.14840008551610875	0.2236968682660311	2.821409137738897	0.4920950100203841	6.364542594557708	-4912.055970162906
54000	-4921.636514032636	-4914.67241474442	-6.964099288215884	0.1533051829658316	0.027098650013354236	0.03025013001157701	0.032109082332909704	0.012311112539639901	0.1630931725889674	0.03318903178732187	0.04549038853320611	0.011783754809507496	0.029010367747564623	0.15108804614481475	0.03396750925556179	0.02988302433500222	0.03539127286779291	0.027540129835227196	0.1844891442317212	0.13785164846128006	0.16998384662684282	0.14933619153731456	0.18022008246661125	0.16795537527703278	0.19465285563091855	2.3569145053374263	0.48716352884061703	6.077582889796085	-4914.67241474442
56000	-4934.813376283015	-4927.006141172203	-7.807235110812325	0.1585499728372023	0.026606238334383643	0.03025013001157701	0.02786079296852724	0.010569870035008797	0.17879009941332485	0.029922071897826398	0.03213657412677512	0.013710155081558456	0.03933198553462321	0.1679985320545644	0.03396750925556179	0.026531414047953873	0.028912909029776945	0.024926474192144478	0.16993527117919144	0.1517071072691981	0.1379448025816063	0.17700299777664913	0.1754063412817587	0.18023780629638764	0.17770094479440018	1.6965443414880081	0.49189852382430066	5.8425656444466885	-4927.006141172203
58000	-4912.835593724768	-4905.49904648116	-7.336547243607924	0.1494170070556002	0.024028582054010338	0.02868249043970772	0.02786079296852724	0.010569870035008797	0.17002175880237094	0.034586004570612394	0.04023984173732403	0.019002670422558605	0.05037928698055493	0.16553940865075145	0.029935501194610505	0.033968065841492985	0.028090430602366205	0.02668316149073051	0.1609951271537731	0.172058664108024	0.15662592505823295	0.17350641301379033	0.1536074143736734	0.16221337335858446	0.1819882100876949	2.949140424412978	0.4652199141049265	6.052318637110725	-4905.49904648116
60000	-4912.372608696796	-4904.832936134415	-7.539672562381156	0.15346289512141728	0.02817286516212547	0.026366016100152476	0.027969159620289327	0.015390659767405196	0.1712096911223071	0.03393624290336718	0.04329418273330878	0.011824672148649157	0.05083659046162211	0.1511631316775391	0.023417803777184096	0.021981282986646214	0.032817514273044246	0.035614294069730365	0.1725429980752118	0.1598794687064861	0.17231202618933247	0.15480932964560148	0.151242744881813	0.1609137423481134	0.2008426882286536	2.270444667088768	0.5061384877117385	6.285601065483201	-4904.832936134415
62000	-4924.389302482815	-4917.0299578396125	-7.359344643202515	0.15689413204082622	0.02812340067894046	0.026603102669936332	0.027816629131746422	0.015390659767405196	0.16490235934469058	0.03743113601342033	0.038325131335388715	0.017539294845540516	0.041040776554125115	0.15856359692865654	0.028881444554646148	0.02667194867327566	0.027204871768850787	0.03225459440370809	0.17235692128884275	0.14134838717408654	0.13594804438890573	0.1597780018405476	0.151242744881813	0.18189130112950533	0.22979152058514182	2.170363796834071	0.4911396824420502	6.453225023904322	-4917.0299578396125
64000	-4925.319370644303	-4918.784751743939	-6.534618900363981	0.15138185397933562	0.019374030321510388	0.035251448500964885	0.0341112018489274	0.015390659767405196	0.16912617158203047	0.026043086893066933	0.0334813272483329	0.015174768955883877	0.04403741004677834	0.15164855684951287	0.022883881128953912	0.034634802585814355	0.028805327123941238	0.037802253879443144	0.1808532192880983	0.14167120329954555	0.17478643886840675	0.16942449841066975	0.16940125422008462	0.15367101384390952	0.19104559135738383	3.0220803357404606	0.4680699369541868	5.831136637234357	-4918.784751743939
66000	-4920.399981551609	-4914.196143340195	-6.203838211414169	0.17639242873215394	0.023711633218439332	0.03216932531789883	0.02926323265581269	0.01587580479252191	0.17652441802867197	0.035504328255482824	0.034908476212127205	0.011973012912397725	0.04005419101846745	0.1355504957144032	0.02488905799558179	0.030202249770937634	0.028244689706914877	0.03083186325632417	0.1739047924118643	0.1364695473036022	0.1713916792711409	0.16017545051213444	0.17279601381735046	0.1503751236874505	0.20879218540832153	1.9558410057840445	0.48328025588848883	5.954128874611804	-4914.196143340195
68000	-4914.625621924689	-4908.193081861731	-6.432540062957951	0.18056388195396111	0.029016211577780178	0.03083310407419388	0.031005056170174322	0.013111037461818548	0.16406134767857977	0.030485308635317676	0.0397775205103371	0.013717256183301274	0.044771959240480864	0.13892427030536644	0.027606130886423948	0.030202249770937634	0.022994021743632007	0.03234095064840766	0.17058969315928743	0.1452972097148659	0.16366322962995067	0.1622016845390756	0.1667257224229555	0.16142564115801236	0.20068651253514003	2.3651000937468147	0.4719147158269995	6.054601837818202	-4908.193081861731
70000	-4929.563511148922	-4921.8306816487475	-7.732829500174496	0.1860419186397797	0.03665911342540714	0.024658887419585274	0.02905153709073631	0.012327660558471884	0.14849604873022243	0.030485308635317676	0.031688941854844395	0.018174517431301364	0.04153127336409191	0.1534069753928268	0.02642939789751555	0.03289406122364906	0.022270722773477566	0.033062051719270465	0.17282158384350232	0.14149247962661204	0.1562893360329643	0.1741149390836842	0.1565688726837303	0.1686752083637436	0.2028591642092656	1.6360276643515372	0.4825256206717634	6.128710083743597	-4921.8306816487475
72000	-4914.247552536788	-4907.0349864156005	-7.212566121187368	0.1580313346061565	0.027301596328482038	0.028299467871069052	0.03309865558417468	0.011406870940473338	0.18275012216553868	0.03070440317453458	0.036809370510629734	0.014127398937862995	0.030471392044130206	0.13430055159562093	0.025498477247694655	0.032794481668755156	0.026806158795244686	0.03308046145594492	0.19451925707368772	0.1562293824999716	0.15726197834687153	0.14493415272213817	0.17927080983566768	0.14751248521410154	0.21479119138124955	2.3643309543160074	0.5133965691217284	6.069301561202447	-4907.0349864156005
74000	-4917.395527377701	-4910.791875325466	-6.603652052235116	0.15810545912846113	0.02822516881571146	0.028299467871069052	0.030733994802821414	0.01345674137518501	0.16445939060193662	0.0369585435168975	0.035120114537949935	0.013181637076428922	0.04151028625583532	0.1396373591503472	0.026558091882207646	0.032794481668755156	0.030519628027977246	0.03488132709096512	0.1855583081974512	0.15764217486646717	0.13996498682378283	0.16939564008321825	0.16222042797755418	0.1600645995298932	0.21071217071908444	2.422491517305719	0.5369690920033023	6.3535239028445565	-4910.791875325466
76000	-4911.605960739205	-4905.14276718498	-6.463193554225892	0.16726998448098415	0.02499545538234991	0.025718705569546335	0.03164960752138469	0.01345674137518501	0.1678874456845114	0.03603201714129539	0.03490159044990808	0.013181637076428922	0.0374712858771437	0.14600136601197716	0.027505663241653842	0.032794481668755156	0.02359765522174013	0.02836475487750028	0.18917160841963576	0.15685509640565504	0.1769382716400934	0.14596857059942767	0.17345458637058045	0.1515121048143651	0.1952713701698784	2.106159592837611	0.45358647819518116	5.850150970744593	-4905.14276718498
78000	-4916.577222223319	-4909.533192553764	-7.04402966955492	0.16726998448098415	0.025157225001918783	0.02415905148112716	0.03164960752138469	0.010373391606227626	0.17496361032498695	0.027744872685825504	0.03490159044990808	0.013181637076428922	0.04452028820797341	0.13900220470713148	0.028046507247889804	0.030159829570409837	0.027084775782383608	0.032951430052777286	0.1888339938026426	0.14971763901147325	0.16445954788266706	0.16215999329628328	0.18083725607706008	0.16463425255783998	0.1781913111746764	2.511209544662652	0.5058575824987352	5.865592765556867	-4909.533192553764
80000	-4916.835109229797	-4907.7003988868455	-9.134710342951383	0.13841425786035016	0.02773132691325659	0.028767418432271992	0.03346671925514776	0.014152954344416865	0.16549545274125335	0.029872308386512537	0.03641145732569065	0.015179722046675781	0.04405510933932503	0.15000506491260843	0.028046507247889804	0.0316578898728873	0.02788093925527873	0.029583615360026995	0.1992792567064079	0.16286215774092067	0.16445954788266706	0.15930831092306472	0.16554230443245233	0.14920527886469812	0.19862240015619717	3.8082314607610974	0.48895155551565317	6.25061122077468	-4907.7003988868455
82000	-4911.695496675563	-4907.073449661332	-4.622047014230905	0.13820502746018148	0.024909053042534636	0.031706265648133836	0.03346671925514776	0.01590938043435433	0.16112898665782166	0.03415028040733429	0.03772270146229391	0.013617588129331205	0.04446610769490715	0.15535503735511702	0.024655129866538505	0.027905262911499737	0.028668806165332322	0.034946553560475865	0.1931870999489961	0.1391430216590035	0.17736005650894165	0.1598530643857214	0.16209503542932954	0.17263458942703286	0.18891423258997112	2.1533835169636792	0.48486464464014145	5.828006695282276	-4907.073449661332
84000	-4913.137868849718	-4906.126058767073	-7.011810082645052	0.1560578293461241	0.02796570998971088	0.028507246054553063	0.029834819827425703	0.01590938043435433	0.16833070449886042	0.028675598765772498	0.04047074537947892	0.011715362205650996	0.04446610769490715	0.15050434816948882	0.022311255696125333	0.030348821922739	0.02533619317613965	0.029344853960304937	0.19022102287836404	0.14921172718205716	0.14790511384094543	0.174771276153921	0.16968691782086667	0.17572040181697676	0.18270456318523304	2.4374837744596745	0.45586362037640743	5.984940842640897	-4906.126058767073
86000	-4926.27158339055	-4919.125633344738	-7.145950045812501	0.17342702422414805	0.025472513030700576	0.028339688604917333	0.029834819827425703	0.012838182220293051	0.17601385226716584	0.03417980977279419	0.03892180095709684	0.021041425441935532	0.03820996203179793	0.1486492784180156	0.022220078861600705	0.0312655624865506	0.02843277197903203	0.02792319495999227	0.16323003491653362	0.13250092488583184	0.1428713797875517	0.15913521406696973	0.2008750134930649	0.16387689471797612	0.20074057304860574	2.3720949078883784	0.46133577583955465	6.143094137391583	-4919.125633344738
88000	-4917.6208231759665	-4905.811108108854	-11.809715067112784	0.16082328609602792	0.026789539483243363	0.032907166058670376	0.028377230853469562	0.015429601944534271	0.17499191707248168	0.03622317958556613	0.04422261657935959	0.013511030396570908	0.03820996203179793	0.1486492784180156	0.02827642602011233	0.032099852980113586	0.028037916523078833	0.026129942979001432	0.16532105297795632	0.14484233128144797	0.15580244706485172	0.15913521406696973	0.18402948768698918	0.16635570602167815	0.1898348138780633	4.860405268337406	0.4813872733423671	6.367149202813022	-4905.811108108854
90000	-4918.792364308987	-4911.284175034037	-7.508189274949991	0.15685746416267946	0.026789539483243363	0.03447602274480615	0.02324663200219674	0.016014422528102035	0.17227149798163793	0.036573370282855955	0.04926385414249787	0.012924903193063948	0.030820451235364345	0.15575276923007322	0.022676854086307777	0.03512864980902061	0.028780386564160182	0.03077441672894385	0.16764876582504634	0.12873076185529847	0.1711954459569304	0.16796577501178755	0.16257731663131056	0.153374694665604	0.21615600587906908	2.553258395897694	0.4811089273811356	6.245341304961578	-4911.284175034037
92000	-4923.053931642771	-4916.465052347484	-6.588879295286922	0.15065140808928257	0.0252421767496051	0.024752315605880565	0.028641123134196242	0.012429008201829177	0.17320424698694892	0.034263465464077526	0.0367136460952626	0.012924903193063948	0.034374267492674145	0.17607772671276437	0.023527447227427237	0.03512864980902061	0.02313324000948245	0.03077441672894385	0.17816195849954053	0.14395068468470376	0.17885830823239904	0.18120999949233735	0.17381930975135915	0.1455089781786877	0.17665271966051307	2.315719118148531	0.4375413552639767	5.450226318345224	-4916.465052347484
94000	-4918.773340381422	-4910.727103004156	-8.046237377266394	0.14490150275688957	0.029781235788481644	0.024752315605880565	0.031495164183631956	0.012429008201829177	0.17226267552688274	0.03399086216654279	0.040102782850533966	0.012209913842627054	0.04825759461702429	0.1711131542134482	0.0223314007649704	0.03091283488090095	0.026389799307150956	0.030057931268894257	0.1690118240243113	0.16200784270521443	0.16945546686893354	0.18992911557410186	0.1496520280510092	0.1455089781786877	0.18344656862205336	1.6877261513989512	0.4475383102162464	5.900486156691312	-4910.727103004156
96000	-4926.5685487535375	-4915.887568802721	-10.680979950816468	0.13921992714062298	0.018725560688747672	0.03385046892493276	0.03309508502769374	0.012429008201829177	0.1717445773035129	0.03399086216654279	0.031105588648164408	0.018748084291119134	0.04825759461702429	0.17584376170537258	0.024572176043562884	0.03091283488090095	0.026064558605846402	0.031759365733243915	0.16968054602088325	0.18508841720390518	0.14021263170037346	0.17274704523226928	0.1617853697602054	0.15101209225649995	0.1891544438467468	4.1667144210520615	0.4528248582646442	6.0929103341316795	-4915.887568802721
98000	-4919.1734981146155	-4913.1515955533505	-6.021902561264941	0.13660526966527992	0.03440959723253793	0.02855848359693612	0.03518424587887454	0.016091166428170364	0.18289322587730042	0.0355942693221945	0.03651300790270851	0.02013318078526314	0.04045961354029412	0.15666330705648157	0.02673901333578449	0.028231141643245472	0.02733678696291307	0.02639673788166723	0.16819095289034844	0.14989186656335607	0.1616417781461293	0.185355711538927	0.1527801129473887	0.14743939930692884	0.20289113149727017	2.2635447931851487	0.48522987204263174	6.169225281917888	-4913.1515955533505
100000	-4916.583203403614	-4908.83457240185	-7.748631001764135	0.1591082412759378	0.0387731606604308	0.025186749650738187	0.02776680085741267	0.015971522136043262	0.173263404461904	0.031427712330584584	0.04166456731999692	0.01502762841225369	0.03758157137883516	0.1573568192085611	0.029766743503699483	0.028428563906876904	0.0241091366309834	0.02637642537539342	0.16819095289034844	0.15269787557898362	0.1347601933537414	0.1758960668492738	0.1660383710264854	0.16836742653723832	0.20224006665427752	2.8972544020778486	0.4685423162238456	6.062424694638948	-4908.83457240185
102000	-4917.911360984572	-4911.687314884903	-6.224046099668708	0.17141271306000644	0.026817397191076828	0.03042350442633713	0.024975374423950675	0.019727315740515484	0.1653404027038853	0.03069979249307315	0.03864206494179124	0.023695706940597548	0.03638863683244535	0.151234871380794	0.030496350787992586	0.032429408416333884	0.02603630274305975	0.025855063608908303	0.16582509430923215	0.15616000542376895	0.16747218790845825	0.1501041088762831	0.16168992502512275	0.17271587253860096	0.19185790022776605	2.9934414659243336	0.4581980578380194	5.830292814952087	-4911.687314884903
