Sample	posterior	likelihood	prior	pi.0	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	pi.7	pi.8	pi.9	pi.a	pi.b	pi.c	pi.d	pi.e	pi.f	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	Theta	psi.height	psi.treeLength	E.treeLikelihood
20000	-4201.98886176207	-4186.834485990502	-15.154375771567928	0.17953247186698915	0.017887931547563157	0.008642842967849979	0.014233931524746356	0.014013754216980472	0.20479995343977145	0.011239900619910318	0.013896633133691834	0.013669925218719785	0.010398741747706296	0.20267157180037174	0.022565862764602353	0.02891090153915174	0.012246980042344216	0.014267651265323235	0.231020946304278	0.18808300444556433	0.19977720408185	0.1712072377758295	0.1470845889011516	0.13637847148265309	0.1574694933129515	1.0652532892745263	0.28883545707899355	4.109696209241824	-4186.834485990502
22000	-4204.453859151049	-4191.499134947117	-12.954724203931821	0.17844075481531907	0.019276983217254684	0.010003259162722385	0.014475071354837832	0.015369581077663369	0.21232826540892497	0.011239900619910318	0.013138123277924588	0.014893840488697081	0.010398741747706296	0.18784982898298785	0.024310391653160415	0.02891090153915174	0.011398648061324311	0.012512681928847337	0.23545302666356782	0.1886089137219421	0.17946691876581727	0.17682691009648005	0.1518306543436732	0.1444862162723931	0.15878038679969425	1.6921726101398005	0.28441103024330705	4.040385127877228	-4191.499134947117
24000	-4209.082590681696	-4195.769948011595	-13.312642670100617	0.18191261032077294	0.019595693080792474	0.015516973119282962	0.014847359502810485	0.015369581077663369	0.226374755491224	0.005785359581064162	0.014941758129850984	0.012764594070530988	0.010398741747706296	0.18490062038574365	0.020572489144272045	0.03255594735696294	0.023068294223641067	0.012512681928847337	0.20888254083883434	0.16875724558174127	0.17891731976445954	0.17682691009648005	0.1518306543436732	0.1495983368928558	0.17406953332079014	1.7332200422540578	0.3061674338786934	4.330185991321551	-4195.769948011595
26000	-4197.071719401131	-4184.50778610849	-12.563933292640767	0.1867006333328241	0.01696024450926982	0.011354542474872789	0.008271985049641578	0.01579961145673764	0.2164872305704779	0.010336743819778508	0.01804428050111042	0.013598087247421599	0.010836845235873617	0.20129948580806475	0.018007293062114786	0.03255594735696294	0.011940577313669862	0.015460656916743955	0.2123458353444358	0.16588610963225034	0.20424915480842204	0.16935958759015934	0.14059186064082987	0.1508983806801592	0.1690149066481792	1.4730595989316586	0.28499275616051056	3.9570636073943657	-4184.50778610849
28000	-4203.2222522199145	-4189.623246883243	-13.599005336671603	0.18828340092691995	0.015599572333950193	0.010834125930485689	0.00980741478904995	0.01579961145673764	0.20592995471144915	0.006302676346762088	0.018830452083964846	0.015493916934148318	0.011988817710969851	0.1810816806570088	0.02351072901809203	0.038773408713511585	0.017543154350370606	0.018430405887631784	0.22179067814894754	0.1646042660422642	0.1970899854136683	0.16935958759015934	0.18358232494463292	0.12658624927242024	0.158777586736855	1.5641328069062725	0.3094862972248133	4.359204859173352	-4189.623246883243
30000	-4200.254680104438	-4183.310418322141	-16.944261782296707	0.19187960873338825	0.02205155116136405	0.013777467919904529	0.010798859353312262	0.015248317313322289	0.21549590800983606	0.010718517122403622	0.013470266932102036	0.016068032732849513	0.01181178477313357	0.18242263945045759	0.022775059252902838	0.025434773820543412	0.01318209885651319	0.014444779510259471	0.22042033505770733	0.14982142362255219	0.2005570073257622	0.16801804301776127	0.1821379398860391	0.12658624927242024	0.17287933687546497	3.2999026997851053	0.28756733892905467	4.192695164339191	-4183.310418322141
32000	-4195.380009097704	-4179.252092073649	-16.12791702405474	0.19198755046203064	0.01406890997598699	0.01297990030752276	0.012248950407812709	0.01407148053793366	0.20160447260580983	0.007326758187297052	0.013470266932102036	0.016068032732849513	0.013446765149346472	0.17851158779542037	0.026289482928201914	0.03100263670672198	0.01550974335623996	0.012411956206727859	0.23900150570799625	0.16729505334779873	0.17380746312083376	0.15276949336281903	0.19422291876177775	0.1474178580115858	0.1644872133951849	1.0702256416883498	0.29837093710131574	4.269072068544419	-4179.252092073649
34000	-4200.731235363653	-4186.060418601276	-14.670816762376422	0.19198755046203064	0.013361455225647224	0.01601980559574049	0.012248950407812709	0.016423314768027664	0.21530479779833145	0.011349116086251037	0.011985640221196171	0.020364180298557015	0.012762747844137473	0.17495619300604362	0.02168888546364508	0.038006956389187566	0.011372720602458558	0.011614893982727456	0.2205527918482058	0.16551557207852033	0.1774389500514138	0.17531483147860155	0.1355389775433549	0.1669968703612764	0.179194798486833	1.0117325960144288	0.29822744210659446	4.194972874999647	-4186.060418601276
36000	-4200.659428734427	-4187.926580200933	-12.732848533494225	0.17468929430551466	0.017401389317022724	0.018678979430806757	0.012248950407812709	0.013238618564487555	0.22268512838197366	0.008149656186004373	0.011151180324913676	0.01617282105420284	0.011253326452263929	0.1807658635152868	0.023897730084499365	0.021591466393097142	0.013325463142768681	0.016462375677874112	0.23828775676147093	0.17795086630380003	0.1774389500514138	0.16957053528250887	0.17037241661978905	0.1577934251244772	0.14687380661801103	1.7211003176686432	0.2973700208602323	4.055012595046319	-4187.926580200933
38000	-4199.728867896221	-4188.157702668297	-11.571165227923963	0.18237234108748443	0.02047283853259952	0.017737033735658013	0.013773606307985409	0.013238618564487555	0.21368938835450013	0.009305891885363463	0.011257471404007173	0.010591275932611763	0.011546265701095904	0.18891973563926323	0.027421065376347836	0.01964230377290265	0.013325463142768681	0.013906129017611506	0.2328005715453127	0.1728634629473223	0.18929043050208524	0.17943347011526747	0.14944180096334508	0.1627031599719625	0.14626767550001737	1.0924446673810206	0.2765255154499126	3.7294607373988815	-4188.157702668297
40000	-4198.997254576786	-4185.994931286582	-13.002323290203796	0.18763323765689133	0.016639695740286384	0.014237361817824645	0.013773606307985409	0.013234274544257602	0.22330598441328342	0.006646905817333747	0.012426645443107703	0.010591275932611763	0.011402650495751565	0.1770128885575883	0.025520736925402875	0.027719244160157995	0.01918433905958688	0.010537825124163215	0.23013332800376707	0.16164577208993988	0.19295883784654547	0.1756436147068754	0.15441249594594741	0.15740849091880108	0.1579307884918907	1.4336993145756909	0.2971769412972887	4.000338290463472	-4185.994931286582
42000	-4195.7320293703415	-4182.518599125329	-13.213430245012145	0.18763323765689133	0.016639695740286384	0.014237361817824645	0.01274811117271385	0.012674649942692469	0.22311568084923133	0.012045542362748397	0.012426645443107703	0.014164546494695895	0.012920537308725728	0.17912876958060367	0.02677670654554356	0.02188986048798891	0.01918433905958688	0.010537825124163215	0.2238764904131959	0.1707194197244478	0.1994891664076938	0.16733218299077834	0.15502084265677765	0.15227511726333526	0.1551632709569671	1.123000450221795	0.33154063049869126	4.144912572210827	-4182.518599125329
44000	-4193.998009476866	-4180.7379339783765	-13.260075498489819	0.17425710783498138	0.01860435171405008	0.012889650621379152	0.01284201587203384	0.009976945257420239	0.2280660715411372	0.012045542362748397	0.011841080565379379	0.014082907052942517	0.013351494703910477	0.17912876958060367	0.026026339217898986	0.0333028180245011	0.01918433905958688	0.011750481300034345	0.2226500852913922	0.17710144870661754	0.19833982310084478	0.16902365585312773	0.13533791743389423	0.15227511726333526	0.16792203764218042	1.9680518809832948	0.3159037953000808	4.379403327631675	-4180.7379339783765
46000	-4201.277455383222	-4187.450586807304	-13.82686857591827	0.17869619471871648	0.018045374250929787	0.011192032658045102	0.01284201587203384	0.01648661551451846	0.24277776810455168	0.005827882157106213	0.020964327044807225	0.014082907052942517	0.013351494703910477	0.17235622396000036	0.020761079561176878	0.02407214015772939	0.01735902568237735	0.008534833269761871	0.2226500852913922	0.1521779612199522	0.20798942314778612	0.1762778423242428	0.15878013358094414	0.15734079902204406	0.1474338407050306	1.1418239291701564	0.29558139875945333	4.014081538690035	-4187.450586807304
48000	-4193.595920739092	-4179.800297034739	-13.795623704353218	0.17119176042241907	0.015769058752981624	0.0202035089777925	0.01284201587203384	0.01418208831504348	0.2343070494326302	0.005827882157106213	0.015090396579549671	0.01509285518716625	0.011288558411154018	0.18266842755616527	0.025457244312722872	0.021810842439405967	0.01669538915518423	0.012661539418928981	0.22491138300971564	0.18143865551561153	0.19309874323252182	0.16860607275033726	0.15023195758346178	0.14152913130185135	0.1650954396162162	1.264964427990083	0.3075549423718125	4.212935542104748	-4179.800297034739
50000	-4195.821469132685	-4183.746600818742	-12.074868313942897	0.19314313705290004	0.013860293614463406	0.016295712294039658	0.01284201587203384	0.016813349407166674	0.22740720547202398	0.012281139456300893	0.015090396579549671	0.01203533228625496	0.013233100288199233	0.16706852958906418	0.028114100456734063	0.025727576065087424	0.012722021935914318	0.008664133739785466	0.22470195589048203	0.1849842177934063	0.19839914330719347	0.1695124859793588	0.1485435161698434	0.1264256369337787	0.17213499981641928	1.617667489855542	0.29460419326301035	3.9780326371617836	-4183.746600818742
52000	-4199.31259182596	-4184.747602131392	-14.564989694568018	0.18188012249462102	0.013860293614463406	0.01995766274707232	0.012281313161598348	0.016813349407166674	0.21964082970027066	0.009796858262435367	0.011952521671194184	0.011898778142191757	0.013226180207899604	0.18363092194456349	0.03099205716621955	0.02274628046994278	0.013309807605190904	0.013311067514687733	0.22470195589048203	0.1791515569965636	0.16801740786155067	0.17193775429337274	0.15519915551878516	0.15254451695075913	0.17314960837896864	0.9804066769231689	0.2977410703351372	4.0933734168597935	-4184.747602131392
54000	-4195.716511096938	-4182.459442971053	-13.257068125884608	0.17930048785818803	0.024428918179859392	0.012272323328858761	0.010857375517502536	0.01755756393556352	0.21973350223083704	0.007721564407224064	0.011952521671194184	0.012913785663270783	0.013226180207899604	0.19802448916491092	0.020423432600823563	0.026174676564620608	0.012328041348455783	0.015386361369899036	0.217698775950892	0.16425040317051454	0.17934999373049568	0.18157895805816177	0.1604591055800452	0.1429739918186353	0.17138754764214748	1.648206576395425	0.3247675300478641	4.176869146564557	-4182.459442971053
56000	-4193.776565329637	-4180.386235736068	-13.39032959356953	0.17961130385613355	0.018855730611880527	0.012367062597320372	0.010857375517502536	0.01364931166998648	0.21924468489651439	0.00868863645706128	0.012904626900944231	0.014746031979040168	0.01445864322408199	0.192052208081812	0.03010416976260541	0.026174676564620608	0.012638459575168903	0.013216994778196607	0.22043008352713078	0.16203100782612254	0.1923300931099936	0.15647085127305924	0.17830696023525197	0.1597967358057398	0.1510643517498328	1.3042225734111277	0.3161350570025759	4.241427195324197	-4180.386235736068
58000	-4194.2936095038185	-4182.668317187329	-11.625292316488949	0.17895996333111525	0.018855730611880527	0.011885789497110652	0.009969848399663923	0.01364931166998648	0.22685757164384807	0.008211018813454585	0.016566468679916825	0.014710025803462735	0.016531779919051776	0.18291771673702026	0.02959087857057404	0.024753837781619915	0.013604762908700982	0.018113232179387907	0.21482206345320592	0.17500028379596033	0.20276929475137112	0.18878057493374467	0.14946810265979837	0.13480846129552004	0.1491732825636054	1.8261024372161299	0.31140253273854185	4.041198920774763	-4182.668317187329
60000	-4201.629100392684	-4189.204509923248	-12.424590469435952	0.175849621670088	0.01526819686698077	0.011885789497110652	0.013739939060447307	0.021607741284304233	0.22913062057168376	0.011551057086238211	0.014037993388194808	0.014710025803462735	0.021277658335377286	0.17770613176516498	0.025937638259955174	0.028507402213994754	0.0143288782010298	0.011787654750692676	0.21267365124527468	0.19667085540625395	0.1820689584615204	0.16699009890473773	0.15711879871412046	0.147978005949762	0.1491732825636054	1.7586558504731413	0.3172356210391001	4.470872387588156	-4189.204509923248
62000	-4196.68839082714	-4183.954329368738	-12.734061458402001	0.17311228361422945	0.01387006195099675	0.014746908486299053	0.008457477519697637	0.020340718117203026	0.23624777069969355	0.010418267772276706	0.01661358284781446	0.017555789682436408	0.01658349812356069	0.16232313458614395	0.025937638259955174	0.028507402213994754	0.01542509677806865	0.01071165184875679	0.22914871749887278	0.1800038769258109	0.19920905098271566	0.14729228530838595	0.1570608813496377	0.14425157519390666	0.17218233023954307	1.1828588629353314	0.33287602254684895	4.246174256077463	-4183.954329368738
64000	-4203.46036497105	-4190.566880154572	-12.893484816478333	0.1802540363424326	0.01711361854563543	0.019534871288765472	0.01156378881865687	0.020340718117203026	0.20799535573317457	0.006028639202696046	0.012930233590537951	0.017555789682436408	0.01658349812356069	0.18559973664129192	0.022220299622140505	0.02420648761006044	0.00839690462536978	0.018233499510358457	0.2314425225456797	0.16175174191909986	0.22207554624981288	0.16478003740820119	0.15880498791856593	0.14479175005880798	0.14779593644551212	1.562790339365375	0.31293159418293776	4.3043744328809534	-4190.566880154572
66000	-4200.355107555271	-4188.611545562335	-11.743561992936808	0.17475509550154392	0.019191517917169443	0.022687940464650024	0.012666458006500167	0.017892872429331026	0.20799535573317457	0.006254881959248098	0.012930233590537951	0.013927290249156364	0.01609526875337826	0.17426627505560227	0.022468666801079527	0.03221024297467649	0.011946960341155978	0.015813539612786323	0.23889740061000947	0.174898361600444	0.18375131523754495	0.15967030416595737	0.16541774026384137	0.1454883756691971	0.17077390306301515	1.95013178439326	0.3396880047542511	4.214315664342987	-4188.611545562335
68000	-4204.000562008845	-4191.993316781862	-12.007245226982871	0.17313193599850568	0.026708853957012675	0.016717105189902652	0.012666458006500167	0.01443803349801958	0.1945689259899527	0.006412593741183099	0.01844780082035439	0.01738212918046781	0.01597059969318753	0.18574962381214832	0.024068969754848908	0.03073460908109784	0.015101649810969432	0.015813539612786323	0.2320871718530628	0.18143141271895563	0.17168781837201497	0.15666732071432962	0.17082268078027688	0.16864963213488007	0.15074113527954278	1.6435999140913302	0.3272338752142637	4.5563363402520265	-4191.993316781862
70000	-4199.46351723859	-4186.805496445198	-12.65802079339181	0.17463341699941076	0.024546285871433655	0.01820520973284695	0.011439004697979836	0.01729144688611796	0.2109331945328346	0.006412593741183099	0.01559438743225601	0.01754218954718103	0.010937254546676142	0.17156333286044173	0.02289223676594051	0.03057454871438462	0.015101649810969432	0.0144808254058119	0.23785242245453164	0.16609353524450957	0.19531048474784854	0.16184386065464762	0.16745109249612622	0.13745383791354263	0.17184718894332537	1.8446869901734573	0.3642235567546367	4.493677912705724	-4186.805496445198
72000	-4204.565472977702	-4190.649315080639	-13.916157897062885	0.1750997419357571	0.022520700756936587	0.011710361889736107	0.011439004697979836	0.011839698489995436	0.22849538024260116	0.006081443105062711	0.01559438743225601	0.008969093980008794	0.016801372555957136	0.16783757616912084	0.019213551639211728	0.03326636016709605	0.01780507243712684	0.01594015698296823	0.2373860975181853	0.18620499453823025	0.2285677746032152	0.1618358822582185	0.12127743835292874	0.14166002451369017	0.1604538857337171	1.4665125040418674	0.3123217515057106	4.291569173457368	-4190.649315080639
74000	-4196.161055871024	-4184.784714567593	-11.376341303430308	0.1831028261125605	0.01659086527429616	0.01295681775380704	0.011439004697979836	0.01293981445255879	0.21784433684874147	0.014336323173605146	0.017085939754338503	0.010953811104527297	0.016442706634336043	0.17604174238563716	0.017723090415168292	0.023528106910827955	0.017904651992020744	0.013955626051904924	0.23715433643769	0.16348946664497377	0.1980166742899547	0.14583454821871075	0.16221373091960092	0.15211630690278266	0.17832927302397716	1.5972303663620568	0.30833598989340966	3.9641762993364296	-4184.784714567593
76000	-4196.355676219333	-4183.52767839614	-12.82799782319275	0.18436486620111966	0.023946332007110875	0.01295681775380704	0.011439004697979836	0.016325733992755866	0.2144584173085444	0.010340546980573479	0.011221746042598027	0.013126264146061606	0.01739368329859097	0.1716089168652494	0.02368759130922661	0.028548536592113483	0.014492009995959239	0.013955626051904924	0.23213390675640447	0.1860373077646891	0.1949917272184656	0.145698307348076	0.1542879501413182	0.15377375456991482	0.16521095295753624	2.083180598095331	0.3170129845054535	4.327625839436273	-4183.52767839614
78000	-4198.890934469401	-4186.019595557298	-12.871338912103168	0.20406239898004866	0.02085485318034632	0.010084700940816246	0.01742469131090263	0.012043710973341545	0.21733962936815154	0.010340546980573479	0.012075767540100465	0.015500731035451645	0.01735953786315611	0.16470417246222752	0.023274346993448852	0.024971266145800447	0.014492009995959239	0.009535503656217192	0.22593613257345796	0.16955037521984379	0.1930649760080669	0.16519277021967171	0.1542879501413182	0.14270843490353569	0.1751954935075637	1.3855313000722702	0.29981630792115227	4.147844351646328	-4186.019595557298
80000	-4194.7311726074595	-4181.969779889322	-12.761392718137209	0.19193912924982148	0.020372952754826645	0.01952362039112459	0.014837247167100963	0.015129714115095505	0.21460655549843355	0.005275239609949942	0.014632446651920442	0.012916467542421366	0.01130457464770853	0.16609384987202602	0.03138943104166072	0.02294457855131208	0.014492009995959239	0.010379902680951285	0.23416228022968755	0.17020938927299603	0.1930649760080669	0.14919393845025475	0.1783930299244326	0.1610521067237385	0.1480865596205112	1.5183459610655003	0.2920164075278255	4.115968960005499	-4181.969779889322
82000	-4191.323076115834	-4177.625050165357	-13.698025950477197	0.19193912924982148	0.01661706279767606	0.019439532248192774	0.014921335310032778	0.01173284551489033	0.2129039163167541	0.007402675310636975	0.015393559595412894	0.01820013383363442	0.01059168987898923	0.167064539335547	0.03298364975239124	0.025729860881671354	0.014492009995959239	0.008870035805168715	0.23171802417322132	0.16864989395621852	0.1930649760080669	0.15912849374576324	0.17244140609967623	0.1390287283801307	0.16768650181014438	1.3991723567881686	0.314541939186432	4.3235175103166545	-4177.625050165357
84000	-4203.644528222172	-4190.727803251448	-12.916724970724541	0.1845789871165816	0.01661706279767606	0.019439532248192774	0.017408136722791775	0.015230694770773559	0.21159267218015082	0.013494832068048756	0.013206954476132925	0.015788190279356316	0.00869382428896219	0.167064539335547	0.0244922379812609	0.03804148431713887	0.014492009995959239	0.015822695687097744	0.22403614573432937	0.18023868884623714	0.17063416965049136	0.14554747576917065	0.1786888038087058	0.1402073781964721	0.1846834837289229	1.503455002714996	0.33553321392601076	4.6615665965403394	-4190.727803251448
86000	-4215.084364354475	-4203.968373105447	-11.115991249027543	0.1845789871165816	0.018547646751474182	0.015127125816377374	0.00972280076024254	0.025486495913607937	0.19180739260664428	0.012556757381651264	0.014612981221993872	0.013220439090742088	0.010313659337791534	0.18684981890905353	0.028363173737561587	0.0307626395618174	0.012481749712908274	0.013288069557987468	0.23228026252356496	0.17366543772270457	0.17118070429106907	0.15939023507261782	0.16590356579194201	0.18757366209436885	0.14228639502729765	1.2520361290677338	0.298009882942305	4.053661046704954	-4203.968373105447
88000	-4198.050085340084	-4183.889275877582	-14.160809462501394	0.19109942525505952	0.018548080359782428	0.015127125816377374	0.014617812972542894	0.020937560201827257	0.21374997080828873	0.008189395401723327	0.014557039059575873	0.016804137087377297	0.011158094823539265	0.1766114866486519	0.026986590535643028	0.028699845120199415	0.012145013905928204	0.006417224146314744	0.22435119785716862	0.16577738097443573	0.1975921149933726	0.16292168656169465	0.15302451693019897	0.15566014389076763	0.1650241566495304	2.24619761528933	0.3378010221749726	4.349121246961536	-4183.889275877582
90000	-4192.063274935692	-4179.45365989826	-12.609615037431135	0.1925298752182327	0.0227304655930501	0.015127125816377374	0.015361871127926377	0.014798009092312076	0.21522015315851994	0.012243818174048116	0.01291060498388518	0.01309990501234233	0.011158094823539265	0.17414186002386017	0.026636399838353204	0.024167676806856393	0.014236348330225482	0.009429126545246226	0.22620866545522497	0.1807099628348824	0.19350550142992737	0.15407191877020562	0.16915538916274	0.13525733453690533	0.16729989326533926	1.928774005375872	0.2896866142626898	4.092884842381469	-4179.45365989826
92000	-4189.990475006962	-4177.573352562909	-12.417122444052072	0.1948373870725983	0.017226570951927908	0.015127125816377374	0.015361871127926377	0.013934387280699512	0.22311927278303154	0.010939963930541998	0.01291060498388518	0.01309990501234233	0.013057896936299801	0.16916689910901667	0.026636399838353204	0.022267874694095857	0.016676048462432688	0.012210628352490815	0.22342716364798038	0.17050984510500716	0.16225150862914298	0.17587404864249132	0.16700461678573927	0.1388293975725454	0.18553058326507385	1.4762262452168138	0.30947727820744597	4.16497369873859	-4177.573352562909
94000	-4202.545024069193	-4189.394268595669	-13.150755473523956	0.17164896464314358	0.019680703769761623	0.018135181966179623	0.012331117084713954	0.013934387280699512	0.23008061218668036	0.014042866246034614	0.011958959024910606	0.009530741127976132	0.01609625174777666	0.19544879350403493	0.02023160237784128	0.03139977662830616	0.016676048462432688	0.009897118628341896	0.2089068753211663	0.18662824086441324	0.18148266809224312	0.17137164649552716	0.15074871941680454	0.15001869733699544	0.15975002779401648	2.1554982020428044	0.31756084951375796	4.190968329870823	-4189.394268595669
96000	-4197.560032369065	-4184.428695668662	-13.131336700403072	0.1706995205449564	0.013532552530800913	0.018135181966179623	0.01246209784217904	0.013934387280699512	0.21650702325080315	0.009810969126670493	0.013155005487367442	0.009530741127976132	0.014297729735143698	0.18958714767478785	0.021122896577035637	0.03139977662830616	0.018910771041071646	0.009897118628341896	0.23701708055768034	0.18673712338626933	0.19779918919152173	0.15393931693286717	0.14526326396569617	0.14768072447656408	0.1685803820470815	1.3091201087320192	0.2852805846584659	4.060232662595277	-4184.428695668662
98000	-4200.371394338102	-4187.623871015179	-12.74752332292247	0.19262237134488072	0.01683344744847258	0.020054215399638337	0.015033984461987136	0.012896715464260605	0.19815482754834376	0.014990786633615288	0.013155005487367442	0.010527860524086281	0.011725843115335602	0.18203336618432275	0.021122896577035637	0.02949935190889212	0.017786038401543212	0.011031811771855575	0.2325314777283629	0.16107935329520093	0.2036290813952827	0.17358033713193527	0.1796643864233687	0.1350539464945575	0.14699289525965487	2.203216300978677	0.2902213738314654	4.0888481203624965	-4187.623871015179
100000	-4202.187612900168	-4187.698370670354	-14.489242229813321	0.16892238259393239	0.021671100770799603	0.011605928621098958	0.015033984461987136	0.011774978574821134	0.22050843375924778	0.007524141029423895	0.015307861147500247	0.01833068029086074	0.012875172797533599	0.17929096888479457	0.025640824858757315	0.030954897437691087	0.017786038401543212	0.013038313432036715	0.2297342929379716	0.1613023029506667	0.22202756219408717	0.1535843380836375	0.14472058773853663	0.15181943035790826	0.1665457786751637	2.2056090510306743	0.3298902718937011	4.717099575742858	-4187.698370670354
102000	-4192.980642689497	-4180.405751208079	-12.574891481417664	0.1909020381112443	0.017770250691936898	0.01963551812162402	0.011017311479752344	0.013946701756181838	0.2047269699115836	0.011610821670777881	0.007966267974380166	0.01123162840358112	0.013466566626309358	0.17971818428521472	0.024142189474640974	0.03330690672122119	0.017786038401543212	0.013038313432036715	0.2297342929379716	0.1613023029506667	0.2040730628971954	0.1535843380836375	0.1577093922078965	0.16977392965480004	0.15355697420580383	1.4817471716674795	0.323155592048615	4.267288070015124	-4180.405751208079
