#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="treeLikelihood" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" useAmbiguities="true">
#    <tree id="tree" spec="beast.evolution.tree.Tree">
#        <taxonset id="TaxonSet" spec="beast.evolution.alignment.TaxonSet">
#            <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="3" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="4" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="5" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="6" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="7" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="8" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="9" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="10" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="11" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="12" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="13" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="14" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="15" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="16" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="17" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="18" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="19" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="20" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="21" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="22" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="23" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="24" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="25" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="26" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="27" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="28" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="29" spec="beast.evolution.alignment.Taxon"/>
#            <taxon id="30" spec="beast.evolution.alignment.Taxon"/>
#        </taxonset>
#    </tree>
#    <siteModel id="siteModel" spec="beast.evolution.sitemodel.SiteModel">
#        <substModel id="subsModel" spec="phylonco.beast.evolution.substitutionmodel.BinarySubstitutionModel">
#            <parameter id="subsModel.lambda" lower="0.0" name="lambda" spec="beast.core.parameter.RealParameter">1.0</parameter>
#        </substModel>
#    </siteModel>
#</input>
#
Sample	treeLikelihood	subsModel.lambda	yule.birthrate	tree.height	tree.treeLength
0	-3528.784438577653	0.12196251814454291	6.014028288898964	0.6795618466082428	6.928799085499993
2000	-3530.976532807247	0.11821793659651637	5.122623770223073	0.5011785282762297	6.7847261960246765
4000	-3536.0665697515137	0.11584300724559116	6.7207825334518345	0.576079814233043	6.511257110933934
6000	-3532.8512466156512	0.11584300724559116	5.365368308399282	0.6477226208477812	6.616409390842159
8000	-3519.7007340620908	0.11525937092970291	5.84776076849784	0.6031664178888713	7.062829958266361
10000	-3519.9926573765306	0.12353333936531198	5.807630605497849	0.6369404232695771	7.2343565528542575
12000	-3526.4541681506807	0.11518348937075165	5.700198059397252	0.6270787820155067	7.189034659264418
14000	-3533.5453935219607	0.12164783438521962	5.07615466103984	0.8758364587051162	8.361584636422734
16000	-3517.4733063181743	0.12094288262904006	5.061847129628613	0.6213591490824693	6.449470085628229
18000	-3520.7745035965886	0.12467916276630099	5.0083514421065605	0.6306650156325372	6.9355477797644625
20000	-3522.001103524963	0.11453574202952922	4.864943409552372	0.8090876844163974	7.966813715723133
22000	-3523.474602076383	0.1140487380625282	6.073936074374545	0.4951890015493851	6.051431610768457
24000	-3528.839782978644	0.12873904473331207	4.555224398968315	1.543109005013824	8.301087624038232
26000	-3522.5073173874634	0.11503004334583716	7.405064330678188	0.627909434971474	6.361189824737995
28000	-3525.9681877637886	0.11109312916108675	7.7227775067354365	0.4661084441978953	5.881075087742947
30000	-3527.0790296871137	0.1266129156527169	5.326575150671712	0.5679041703384978	6.774739980561105
32000	-3525.6092971913913	0.11522036895667195	4.959329713947007	0.8033666627699552	7.6489294253372115
34000	-3519.573323901051	0.1212718381470482	6.080670462068677	0.6699486226383458	6.9935569284719
36000	-3520.738291230618	0.1159545579453011	7.032469037686521	0.506859150541796	6.529678073439938
38000	-3529.3456032888957	0.12023366341168823	5.291273566980532	0.5252561298794406	6.766132817727451
40000	-3530.9646886947535	0.12034840010598788	4.4446871685800176	0.5910567958643188	7.008536069080986
42000	-3519.1196471695125	0.11813420916656402	5.418041971665742	0.9219158687442215	7.52306749331433
44000	-3518.889642974531	0.11452727526300403	6.387429444009964	0.5405314185794267	6.087292090404155
46000	-3519.864424705919	0.12065413363164325	5.6319801081058465	0.5756639462089691	6.824715037597196
48000	-3518.884016678932	0.11278111368539755	5.001959418879305	0.7655916728112272	6.882543790139075
50000	-3518.2191537399526	0.11655992785507859	5.493900513354686	0.700523105438751	6.738975646239908
52000	-3523.428415100403	0.11505105695203965	4.997823354604558	0.5905913298876454	6.291595134617623
54000	-3521.918706254334	0.11642463354740762	5.886547420416785	0.500138450068529	6.326935778731808
56000	-3518.9206648795757	0.12114272745534974	4.007161669125243	0.6285376062089922	7.049039880435102
58000	-3521.9038549137867	0.11530137954112633	4.804218483066799	0.6373380692323548	7.302758276948322
60000	-3530.5969478253805	0.11252430960780203	5.363410969996078	0.5695544027539743	6.471952745982437
62000	-3513.1940112306775	0.11422528450472916	5.966367990358227	0.5281569830586101	5.961605523783872
64000	-3525.3725149589363	0.11932207626015601	5.712654451057056	0.5829888643851576	6.281144881744602
66000	-3523.3871143536358	0.11969979793633595	5.523160026131767	0.6549366328816473	6.476258962253559
68000	-3519.591377016517	0.11405664928110895	5.469328443504521	0.5226985147033181	6.288892714937807
70000	-3519.549001385902	0.11407324858833241	4.9922914832343395	0.6037033678440388	6.86558930329605
72000	-3516.853512813908	0.11645173510641317	4.487836835899527	0.715280849859053	7.278070763668143
74000	-3517.6672166114986	0.12207101240354323	4.87294266505481	0.6624071991688517	6.834072007465738
76000	-3524.9710079901356	0.11580122584582135	5.37458578308242	0.7413808618522876	7.110350407197437
78000	-3524.276286382246	0.11427200933584288	6.651277311580518	0.49171693696447033	6.19112488801925
80000	-3525.1211766783567	0.11018068635393785	5.3752496909054575	0.46209872326339385	6.298084869848367
82000	-3522.0372780527728	0.11510956930460277	6.1327736077408685	0.5860900899584838	6.736622367960527
84000	-3521.2228756715267	0.11932298744930642	5.647487445250802	0.7535718740325209	7.7438709880947165
86000	-3519.58013646721	0.1252947203735849	5.248156831388228	0.6352566402155598	7.044929198972035
88000	-3523.3007255408743	0.12000607631744263	6.745398701926342	0.5629007045802968	6.298877735698139
90000	-3517.8936982264872	0.11695245514695489	4.5966508732176194	0.5061481994065358	6.369594002802253
92000	-3532.671277620241	0.11150784823319718	4.821816274397513	0.6105462032251109	6.969959137083036
94000	-3516.2520479465807	0.11123543191218271	3.877987162217084	0.9484319191875275	7.682122420330065
96000	-3528.9832415228616	0.11580520575276128	5.629119607920908	0.5822642739925621	7.061162886484598
98000	-3527.5487524765504	0.11878517138013557	5.634577585981366	0.8187136236580207	6.7860269048447215
100000	-3521.790561302091	0.11038112912321656	6.073660975406889	0.6224015790505008	6.862711689465443
102000	-3515.3485200247496	0.11601116208859952	4.138777139438344	0.7129100123419316	7.365240112800307
104000	-3515.9256146930925	0.11668963404525826	5.4307992612997396	0.5062666750547252	6.319041670851569
106000	-3531.7327920891416	0.11603040762364382	5.911472613902031	0.5622918551669392	6.47602038678388
108000	-3521.8727203218277	0.12390628209793572	5.778267889378004	0.8225337265941435	7.592149071238209
110000	-3533.065108046828	0.1196077422281338	6.4817789253852895	0.6271735304521573	6.727435606831885
112000	-3523.079868518847	0.11524582455142642	4.921401696875925	0.6540336874173898	6.9053497400454935
114000	-3524.8099383308977	0.11645832648842178	6.790182494812936	0.5951764931572947	7.0406003475982555
116000	-3520.5882250690634	0.12675672427085263	4.838479712659358	0.682136795005421	6.816115259573735
