Sample	posterior	likelihood	prior	pi.0	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	pi.7	pi.8	pi.9	pi.a	pi.b	pi.c	pi.d	pi.e	pi.f	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	Theta	delta	epsilon	psi.height	E.treeLikelihood
0	-3982.004239544417	-4042.1281738220123	60.123934277595154	0.06484124784863249	0.044499352153661076	0.05353103696511345	0.07145136650045067	0.05863843554021164	0.08858586298759842	0.09352490303448127	0.055043962637568514	0.06354178029910325	0.07706123791211997	0.061166921803507995	0.06543767546576434	0.037551365900244014	0.020717310347220824	0.100411797896266	0.043995742708056014	0.08477716263217722	0.31618203350733914	0.2388947547306721	0.14244412163537706	0.16530129644379135	0.052400631050643354	0.10790251670259322	0.6033380701335027	0.042157685290838846	0.23657088270822924	-4042.1281738220123
1500	-3974.1211698070133	-4041.9052666369657	67.7840968299525	0.06477046315986543	0.04226846730011022	0.0586271689493045	0.10389643141904673	0.07731105254259163	0.0658554411659644	0.06813222749133699	0.048806304945890944	0.053330376391743435	0.08054215600807055	0.04026873920109036	0.05983658576743229	0.03344392133015958	0.03134115748342506	0.09777542098453507	0.0737940858594328	0.06442249429823226	0.22942077935599572	0.1950979121088376	0.22743127464105875	0.2763098509442238	0.007317688651652065	0.055121192691560704	0.5759000689754445	0.05088043979344332	0.17758974000773747	-4041.9052666369657
3000	-3980.800561359381	-4047.0825156091214	66.28195424974054	0.06333769740051112	0.046842672597955985	0.10657016419485471	0.06926451729346757	0.0637458939377448	0.058214084644885165	0.06909398443872315	0.05638107653630571	0.08784416473434553	0.07108753141322938	0.04247925442018159	0.038851945014848704	0.04670027539853349	0.04639302701385371	0.07309914836566875	0.06009456259489059	0.038449040902117634	0.24998828002877618	0.13913224862185727	0.20238056181207686	0.3653073355246563	0.004742533110515885	0.0829823204767894	0.5935087575616339	0.03658152346099244	0.19275193717358866	-4047.0825156091214
4500	-3981.325559638743	-4041.824223030156	60.4986633914132	0.05121047106557225	0.07248327744586851	0.07418129293354386	0.10895736596888375	0.06007444411508305	0.0701115395831532	0.06942652845047871	0.031148333609632407	0.06670670787710276	0.08270909458239191	0.05157070142865462	0.05956908501851448	0.04859460730014325	0.017071218082954136	0.09197325941201888	0.044212073126004184	0.08750159259379785	0.20377864438843626	0.26048583443954837	0.1235573703752452	0.2981172432159896	0.02655931498698277	0.12870174409552187	0.5816270399200474	0.02806552497319965	0.22865751704384993	-4041.824223030156
6000	-3993.9943490813603	-4050.1203944800345	56.12604539867405	0.04868030759013207	0.038375514728066426	0.032140024204462284	0.06685834926615608	0.06822394060229398	0.08632571693877827	0.07086301100703354	0.07666923519532685	0.08219688828808097	0.12373867896152248	0.021827857784735956	0.057618880339368836	0.03788998773358889	0.028344329158862418	0.11349252531832471	0.0467547528832662	0.1139776951186547	0.14862403736726593	0.3287029035693093	0.07636308131671349	0.31695914227279587	0.015373140355260884	0.12699343734327653	0.586542029054182	0.028867867940081917	0.18175870322856008	-4050.1203944800345
7500	-3981.025962480259	-4042.761798723431	61.73583624317227	0.06237797345972823	0.05671554641666902	0.0531086319039088	0.06995483535072924	0.0869867316690055	0.0724756205055719	0.04962007030404138	0.034192489324390875	0.05944123552949128	0.09292265070435315	0.056306208045034445	0.05531318589866815	0.05598192453687138	0.045694214775346874	0.07002750030285776	0.07888118127333199	0.05965762783946589	0.20000396062750803	0.29302613636723834	0.2031715728347463	0.22876756197578077	0.015373140355260884	0.1318265490964206	0.5999346704045145	0.041566652083290814	0.2218085467182751	-4042.761798723431
9000	-3977.898719736432	-4041.8511539680117	63.952434231579275	0.08129130976597682	0.0456130996083394	0.047150968497563145	0.07693875906152028	0.0796790694843538	0.05994670624212781	0.062402210234863524	0.05184889889551775	0.09686824679881811	0.06720656873181821	0.04688880640323931	0.05917006498127352	0.04559154646951661	0.03892616449754215	0.07704800271277348	0.0634295776147561	0.060358835154309065	0.20161841216437557	0.1687563121334185	0.234491822963096	0.2726542120719469	0.06212040551285435	0.13640136670033495	0.6010662747787157	0.04234633975577367	0.19700237916633542	-4041.8511539680117
10500	-3976.067170438888	-4040.995468137015	64.92829769812728	0.06676257122171908	0.03404176492340727	0.04729023416082547	0.05922274185054742	0.07835083832031953	0.07482912710529205	0.06363768035943491	0.0564065453112284	0.10006850440001731	0.06077948405279514	0.032241436946508724	0.056650509762031356	0.04732354969132397	0.038654289394594754	0.09185637780266308	0.09188434469729152	0.06186045812795324	0.251123195481713	0.1526081397151156	0.20654965941995143	0.2969799673604943	0.030878579894772905	0.10249774228976623	0.595367345531492	0.03522104672116251	0.20813662578576236	-4040.995468137015
12000	-3981.0234413476433	-4037.8830822950913	56.85964094744817	0.03887102186185687	0.038858538126625	0.04531670138407537	0.09110227975788804	0.09617594726300577	0.08912174852551726	0.07158661399750751	0.042972258678023026	0.0970952284478327	0.07094576136073315	0.038056741726002326	0.07315944359979175	0.06047239547967283	0.01973327899983031	0.08716735733018063	0.03936468346145743	0.06925228035715272	0.2015242331755447	0.23578624837863277	0.139992421083138	0.34056567537049165	0.012879141635040654	0.1531567914522854	0.5896283944881192	0.04298063786192234	0.20476444502062677	-4037.8830822950913
13500	-3979.2481354350207	-4037.476613055026	58.22847762000548	0.058617180868651	0.04766151558774698	0.06455676772425917	0.07866356318880982	0.050498800620180403	0.08709858325208178	0.045421757016976004	0.04947271804205389	0.07923898666126104	0.0948990868501508	0.03834428948309577	0.04226152463623111	0.04798073762035226	0.03413643285086003	0.109768061446858	0.07137999415043195	0.13609137297826213	0.27536694578907633	0.20979996568322531	0.12092965320615227	0.2409945334875513	0.016817528855733146	0.13153463672591764	0.5785274551757497	0.033538174604471095	0.21554564649199218	-4037.476613055026
