Sample	posterior	likelihood	prior	pi.0	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	pi.7	pi.8	pi.9	pi.a	pi.b	pi.c	pi.d	pi.e	pi.f	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	Theta	delta	epsilon	psi.height	E.treeLikelihood
18000	-4221.921571965553	-4253.078666427959	31.157094462406377	0.07144985480978491	0.1910057264184219	0.019748572604597926	0.06706721297643575	0.06123886873465163	0.053747988542158606	0.0170199372979963	0.0498115537863052	0.02634939509073067	0.05938912445800364	0.09201116922729505	0.03288811513107935	0.03207396558275285	0.08237963781161058	0.055139814384280304	0.08867906314389523	0.09657413338714219	0.2373289568700131	0.17521861180116058	0.003683753656293828	0.3485216480023708	0.13867289628301935	0.5800820155994175	0.17805577658550162	0.12716302066308546	0.7391414470031111	-4253.078666427959
19500	-4223.761553519082	-4259.2079923733245	35.44643885424251	0.06930462477784775	0.14573692908960229	0.01596301374135005	0.05551397918341099	0.05619696220971659	0.02770286371789738	0.04728700406605811	0.07725546685579242	0.07282154242491848	0.042394063068686864	0.09405097043967742	0.02812273955987108	0.03548725074294521	0.05907555364450856	0.07910000860236197	0.09398702787535473	0.11074339825590415	0.20540350216460448	0.18549173752495213	0.01327382182108	0.3438947264546731	0.14119281377878598	0.5776155585553433	0.1740352666088955	0.12999944219472118	0.7472270965771957	-4259.2079923733245
21000	-4218.027704907055	-4258.47334417743	40.44563927037491	0.09618886371658181	0.1198604782774288	0.010304256852477565	0.05400091769533743	0.07714679537589633	0.029113905672537133	0.07100353168677592	0.05123600479235702	0.05463576381654201	0.039280029301871064	0.09039484619552948	0.03125777242291026	0.04342371844169159	0.07654600311271455	0.0539484980444242	0.1016586145949247	0.07149246900310618	0.19675727690789008	0.17225843793480258	0.010922942003938934	0.40630562070876125	0.14226325344150081	0.3051828397567656	0.1663306007590221	0.1531896204282184	0.7917272199105302	-4258.47334417743
22500	-4221.370079780177	-4261.744623206297	40.37454342611976	0.08966857730216868	0.10493141788987068	0.025303219877884524	0.059007014026945	0.09232831512142256	0.03747909210429076	0.0192747289311501	0.06118360051570596	0.04685650535230026	0.07400111274522486	0.08129671158124281	0.05390942847993946	0.056412582559171864	0.07386296270002463	0.03243923114660091	0.09204549966605682	0.049482838478010265	0.1986754668682606	0.19289972954662968	0.020768788613504195	0.3487923753223964	0.1893808011711987	0.356146634979983	0.17005559750747687	0.13859107881081045	0.597596739296073	-4261.744623206297
24000	-4221.34790828022	-4258.586611372541	37.23870309232092	0.0755868668786194	0.08915003873612595	0.041418428972130446	0.03697958870211301	0.10805122149115665	0.042548571498420895	0.05494622278515155	0.07203931012473214	0.02268855288121216	0.037625194911951536	0.09518930756696091	0.05740879525518222	0.09254894922716278	0.04004123148073743	0.024670251589537312	0.10910746789880552	0.09954196418894815	0.16363661636677	0.17858171636826917	0.020768788613504195	0.30721301181420924	0.23025790264829904	0.3566015315262815	0.16554265893181613	0.12911031946549928	0.811223046748886	-4258.586611372541
25500	-4222.779680424436	-4260.924944032005	38.14526360756959	0.06125283202632596	0.12853151191727374	0.04818975053312683	0.05261092901889191	0.13012545728155023	0.02571466233867438	0.02588952696258183	0.07050099355170644	0.023649042814621962	0.04593812612226265	0.12097600902658517	0.061144310273619634	0.04207355104049536	0.03822457585134419	0.03231489369003632	0.09286382755090325	0.07869205447875671	0.20106371212671706	0.18166048077828068	0.020768788613504195	0.36408540044064325	0.15372956356209788	0.38678939902654186	0.1657808109224917	0.13976005131900732	0.5665541727645724	-4260.924944032005
27000	-4220.131695106227	-4259.7907269097905	39.65903180356327	0.04622056754782345	0.14032154459111634	0.03426563670464711	0.04008963658304195	0.12314229160060326	0.040513239152827965	0.012068462453288985	0.05619470906292818	0.028318926952076905	0.06530333544308428	0.08266283695003623	0.021575946550103496	0.0613648698110222	0.0779251970222178	0.08453444317203931	0.08549835640314235	0.06359151431798059	0.2577788946905018	0.13686335594744625	0.0035020007500532885	0.44425293177826325	0.0940113025157546	0.4358000382135014	0.17895720695075212	0.16275165365411906	0.664729876495053	-4259.7907269097905
28500	-4218.8220192219815	-4263.769698652475	44.94767943049356	0.07102153428850258	0.05916402117227033	0.01125903821684196	0.0357626798570172	0.1506848185678947	0.03936168073042086	0.024280901433878496	0.05968196682979841	0.047394638164202176	0.0547549422290815	0.1035594645967351	0.04562086852507672	0.0873158545737292	0.07552989313468605	0.053627944046717675	0.0809797536331468	0.09342666920339326	0.3129393199407883	0.11669748166886829	0.01228277336717134	0.3443450943469074	0.12030866147287111	0.25181493389817783	0.16502765482477255	0.1662991635214119	0.590532945899524	-4263.769698652475
30000	-4218.8900967308655	-4262.963707215417	44.07361048455207	0.06975448287252566	0.1032866045941301	0.045327729091753755	0.045727598975412315	0.12767107061904356	0.030925373907715874	0.04403837736325223	0.023686657902257213	0.027998353761498708	0.039864839265134996	0.07110098923304004	0.059232835755260935	0.06633675108655795	0.10879182439236837	0.05285892165867516	0.08339758952137287	0.05221770095762247	0.23624432616951402	0.17553692538846294	0.009301477861422625	0.4143024240745344	0.11239714554844325	0.2115569452469101	0.17284371660397024	0.17530439118516886	0.5615299653051723	-4262.963707215417
31500	-4216.383396248775	-4256.965439346331	40.58204309755535	0.07723286733900427	0.1287900283388314	0.026880332821836397	0.029947716358237397	0.10756095864473045	0.042145726038929	0.06221818165183401	0.06937189533658313	0.023737564385691072	0.015140890084819253	0.10544819240104479	0.0337933375863636	0.08687326105625372	0.06229906870953006	0.05189683191671744	0.0766631473295937	0.05956224338891508	0.2190588374278808	0.19109514400327854	0.03243195009073924	0.3199905255494191	0.177861299539767	0.35709070541179716	0.17361228534845022	0.15083878494368097	0.7004545602614076	-4256.965439346331
33000	-4219.099987770102	-4255.989813769375	36.88982599927278	0.06304338276406665	0.07778190310060568	0.010286908771924098	0.028214429449083374	0.1546385609155839	0.05282290423768207	0.027578127084051822	0.09060987912539337	0.04927052934834249	0.053146869781072005	0.10818444955028766	0.03843217380071514	0.05835787279670015	0.04026924817823928	0.03982580461604471	0.10753695648020734	0.03980869300013934	0.26176018555390196	0.18152667045873952	0.01422075147610019	0.33549292738676445	0.16719077212435426	0.3330600812055206	0.1543467330845294	0.14015741447619884	0.7476468207249835	-4255.989813769375
34500	-4216.8542434581805	-4252.38622857365	35.53198511547	0.07623694631047236	0.03334809920503895	0.032481434205521194	0.012446080631211914	0.20378951370860132	0.02761628181300512	0.04368082459100261	0.07322432532723613	0.03869908815984881	0.03804866754269971	0.10436831423662812	0.019190809863925323	0.0845959982814661	0.052059847941556506	0.053086605743709894	0.10712716243807568	0.09789358027078357	0.25175338916673035	0.13858634495437477	0.001247389952919304	0.35843820684334593	0.1520810888118457	0.4400969720543405	0.15135516788135012	0.15046030939850727	0.7360783044523627	-4252.38622857365
36000	-4228.78220568778	-4264.632233098063	35.850027410282486	0.052785742876180465	0.07798092291048708	0.06190573546076274	0.01942335830557941	0.1766193746849597	0.0330300188502052	0.017258128792084965	0.042902371228920745	0.04256256850591975	0.06799058137457373	0.09351247319745293	0.02455927423078918	0.05886959476318016	0.08246837562781073	0.046855737037853375	0.10127574215323959	0.06333198034296235	0.23070818358566206	0.18867075534080305	0.05219140008033642	0.31678227253309865	0.14831540811713712	0.307507234924369	0.15662786677695686	0.14812983790118217	0.5744171332467054	-4264.632233098063
37500	-4222.812991862078	-4261.5114189559645	38.6984270938869	0.074331034691549	0.07420965712982963	0.021447078566321755	0.044770142388551586	0.16763418405195774	0.046220492000187366	0.030845805727752452	0.05957562066990291	0.04882326579060198	0.05492477231956464	0.09236850529653567	0.022074154976586498	0.060176694244287295	0.05739695289556497	0.04751288721183305	0.09768875203897329	0.06348342601936864	0.18252153315871997	0.1876611384271735	0.013462898728852072	0.3740318291203608	0.1788391745455246	0.333299655608016	0.15077008143297593	0.14176244782234265	0.6368428613384771	-4261.5114189559645
39000	-4222.154339064992	-4262.607859854312	40.45352078931979	0.0616892110833813	0.068456921608759	0.04521888422514387	0.051536842409937604	0.16952291472561978	0.02831141463890937	0.02126627456290979	0.06575107812851319	0.048475679701371725	0.052212721226395274	0.08639552463025138	0.04911399869127078	0.052856496538832266	0.05049606037007869	0.053687517388511435	0.09500846007011433	0.07304398612069886	0.1759342661205937	0.1434386588442087	0.012157214098346875	0.4663336330297146	0.12909224178643688	0.3358626593219716	0.15387133278435736	0.14207634912140774	0.7247422938889635	-4262.607859854312
40500	-4228.914322751929	-4264.693393225223	35.779070473294226	0.04773144794338553	0.05313888785120283	0.034930361292733914	0.05627446857103774	0.17405444818216448	0.03449483388445384	0.031187550600311933	0.07795513133968138	0.027315120719554442	0.04350398405433502	0.08125980206382946	0.04204850785535732	0.06051113473025785	0.05890352014376977	0.07615077316183431	0.10054002760609002	0.07555753612637839	0.33713328915484425	0.130163054963596	0.004623605113980633	0.3487672628320849	0.10375525180911549	0.7259329452166449	0.18395243874151662	0.1380099971777027	0.7707968625708874	-4264.693393225223
42000	-4223.172575954198	-4262.934207067966	39.761631113768495	0.0678885867795408	0.10953555193092375	0.03026541809483666	0.05615663141349945	0.15141912078612524	0.03141392280519419	0.029908754255287974	0.06876625110814373	0.02699962315943031	0.05582250428065906	0.10133178047518443	0.03656259787436218	0.04476200195485777	0.03532351906735743	0.05100495160016507	0.10283878441443176	0.08270057772452111	0.2764443226271177	0.16738803509650377	0.004623605113980633	0.3717008008749444	0.09714265856293199	0.32639454362856485	0.16151343105497493	0.1327396723209543	0.664586714809183	-4262.934207067966
43500	-4224.593733996646	-4264.280718065048	39.68698406840186	0.05954932896673963	0.09767802264905975	0.06808513659821361	0.0743258330429529	0.11966594216066563	0.034669919620775404	0.03913279086276512	0.10413223384732358	0.012029307409702344	0.022454281204674013	0.09576911257028976	0.03576732815590369	0.0726941199481621	0.02787246538634225	0.044743978702905314	0.09143019887352472	0.10775588887494769	0.26764236667973584	0.13313155732376328	0.04090184319332331	0.29921911188090417	0.15134923204732534	0.41566666299782246	0.18353518450916112	0.12509345298191998	0.6225151980695214	-4264.280718065048
45000	-4220.996809709739	-4262.5115116277475	41.51470191800857	0.05673787418862952	0.09208842230573891	0.03187874896964993	0.05152760181187048	0.14661646045057214	0.031896632753140176	0.03776994117678227	0.023665761046802847	0.02597149837589635	0.03857590024894092	0.125727848884305	0.018435704459643647	0.03553356317885127	0.11611933130644142	0.07507588723500183	0.09237882360773315	0.10718943073829218	0.19324699992477254	0.12221126042837413	0.005559802999392231	0.4079939332711247	0.16379857263804382	0.3097210766409672	0.16798538198844964	0.15087454103243364	0.5543765179112842	-4262.5115116277475
46500	-4223.9266698063675	-4265.727128596522	41.80045879015384	0.07064481515658777	0.11237209096915315	0.027584817203248506	0.06586363144899052	0.09684457627376067	0.02595348117761099	0.07332812985991616	0.07574049227158111	0.017271320040206595	0.028978079154808108	0.12068094681911823	0.07818648427811659	0.041907233184713885	0.05267774903267933	0.02124893722381039	0.09071721590569788	0.05391804630374376	0.20515863675040868	0.1595570347544522	0.011671099395045747	0.4027557119798701	0.16693947081647914	0.34826316689835746	0.18077095310399796	0.15128860450277778	0.6462002239439453	-4265.727128596522
48000	-4215.789508941316	-4256.072196878383	40.282687937067	0.05844834563117631	0.21868620663856664	0.04343478560131982	0.05795727793262716	0.056978612108687786	0.027076530249089993	0.06603794761459364	0.07617746376433093	0.027965945432732425	0.019142677621947747	0.10469311428658036	0.027818846648434113	0.022128998546126835	0.05689010662579008	0.06547852470191952	0.07108461659607648	0.07834338197156607	0.18935752206945308	0.18467958714302823	0.001671547082812171	0.3453461737953352	0.20060178793780475	0.2876474407087271	0.17207798603575278	0.14155327977928073	0.605101116062043	-4256.072196878383
49500	-4216.058587560483	-4266.019519194567	49.960931634084055	0.06336682091324221	0.08270389596925341	0.023210645259486996	0.048369362612507315	0.16524610275184468	0.035484763681365404	0.08087323137517816	0.06476846350244367	0.04464907670539082	0.010624373385831255	0.09687263346635261	0.04823356023723557	0.05410935047995268	0.05303518406164257	0.027222474401141714	0.10123006119713071	0.0708908822082841	0.15759578763490067	0.1610921449235223	0.03664516163405121	0.3699108786046866	0.2038651449945546	0.1942658635581176	0.17201760960145035	0.15198315617085167	0.5947622577120619	-4266.019519194567
51000	-4222.6316493862505	-4260.843499532783	38.211850146532896	0.0875450170071201	0.06750960245112483	0.04348895524920359	0.03894829936226418	0.1481356948041299	0.04046355426646625	0.08463100668308217	0.08234181860919573	0.04303212964013836	0.021019541628399273	0.07063172749944338	0.07608784556069181	0.05047030597561443	0.040017443149374984	0.019380572291010284	0.08629648582274047	0.07155675542911874	0.2136024010423594	0.1824267848839974	0.007615726720412601	0.3875052988939937	0.1372930330301176	0.5349150934515733	0.17385193007750416	0.14481311042986994	0.6929551898854016	-4260.843499532783
52500	-4219.225665470328	-4262.232274272931	43.00660880260303	0.0651699852563386	0.03882266036761168	0.05175481724450372	0.03550743685208999	0.211711987616946	0.03558800105575775	0.06164205784076664	0.07649151940660573	0.038612062909017045	0.038926900164711876	0.06766853797743005	0.058875769877374494	0.05158668214973856	0.03881152013545367	0.022132666447913785	0.10669739469774012	0.0797609457893411	0.25799346628575964	0.17145442691555643	0.006272480231249297	0.3331500262897328	0.15136865448836018	0.3107109091746074	0.16624844528599175	0.16187676717534835	0.5751857065025962	-4262.232274272931
54000	-4222.522060479268	-4265.05425014915	42.53218966988235	0.059661769701646	0.05045494635273182	0.019739904595822137	0.06312246087002957	0.19387253671398721	0.02984334618243241	0.04259410093344605	0.05819329620378508	0.03675293591449316	0.021548158708138067	0.10183992723301216	0.03197272255137367	0.08909103261282825	0.05800263292733992	0.03871710291066028	0.10459312558827391	0.04785574359631818	0.16841187478591274	0.20989918450809836	0.006272480231249297	0.3635459909053804	0.20401472597304046	0.34802415603150116	0.179578787278025	0.1579995367875138	0.7471134462137635	-4265.05425014915
55500	-4216.812958708827	-4262.017099414019	45.20414070519197	0.046192054293119476	0.11118228152473106	0.015447314791842179	0.06316957438747428	0.1309504420023165	0.041028583906859074	0.036432843772891674	0.05451134659472939	0.046931070742562274	0.06254265031593004	0.09534390380511987	0.030268545346021143	0.043483946037728115	0.07770504606974185	0.058039642891835865	0.0867707535170969	0.06878023582071133	0.23096788170235275	0.18885090960594422	0.014145709697756092	0.3133386539892307	0.18391660918400443	0.21950320589117261	0.18348368954982647	0.15263273626074012	0.5502149666102125	-4262.017099414019
57000	-4219.529256074194	-4255.43770753991	35.90845146571648	0.055610267158400985	0.1423909567212596	0.035708085840715505	0.06901299275349534	0.06926198808520372	0.05865517798083557	0.027493995307970837	0.06672635700279582	0.04300770885891283	0.06511796692404331	0.08629774671661106	0.05734381380513334	0.02273653085923795	0.052754706003127524	0.04510276755070278	0.10277893843155356	0.07464500186003986	0.20345946123130348	0.191505670596066	0.005686162180201407	0.35858950742731066	0.16611419670507818	0.5169604834820013	0.16295598701454683	0.13743009279630156	0.7258599997920319	-4255.43770753991
58500	-4229.599510527713	-4263.086567682152	33.48705715443894	0.04393950885286421	0.11768761536842552	0.043742016190102165	0.055479684533023134	0.1528563210192275	0.03484782426817674	0.013529645714391567	0.049983224628748255	0.03082513073664652	0.058803550735144185	0.06651441600953464	0.05224437925852867	0.07133031594430289	0.07894116102482805	0.04005916803937711	0.08921603767667857	0.07865707271473804	0.2464607074521709	0.15658149770512161	0.021194784875150714	0.3766929367202276	0.12041300053259073	0.5867871475811202	0.17299710623797046	0.11805696536526063	0.6989026158993146	-4263.086567682152
60000	-4221.63625886187	-4263.609313590978	41.973054729107474	0.04392987516737632	0.1693986570946498	0.035172432203150854	0.062157516526561644	0.10459481392720045	0.04895931382533631	0.017131221859644878	0.03645980368716136	0.02180290920167649	0.054052968533621085	0.10797936757502632	0.03241978205266654	0.05009527551593802	0.0972838565362574	0.040350624381160716	0.07821158191257152	0.04021122515772033	0.18398018376073125	0.20309644758828888	0.01208587066652228	0.3766929367202276	0.18393333610650922	0.28696905263675504	0.160222613985085	0.1575932520512023	0.6084708183966875	-4263.609313590978
61500	-4222.3739226897915	-4260.223097336639	37.84917464684744	0.06575613315842742	0.14794106844663213	0.029556654670391355	0.03495317134525938	0.09554984059425023	0.028115115631439598	0.029070248541653243	0.029998550662271646	0.028646022590040468	0.06383531678645879	0.10787741208153745	0.04559401720323922	0.05285663385795513	0.08753792081695583	0.03701953347277403	0.11569236014071382	0.09378378567168857	0.2537213819439048	0.16433940423405682	0.017785527569433836	0.37581354658907895	0.09455635399183657	0.31660979807417833	0.14629908965093108	0.1391790661366227	0.6649416236702899	-4260.223097336639
63000	-4220.729785300156	-4261.142123371077	40.41233807092057	0.05495640415111392	0.12313804285484621	0.04213411104386994	0.05770770395792424	0.13642764167833832	0.035520420309227044	0.02830288594324855	0.03136510950449164	0.027182713556616805	0.05219275605887477	0.08388640177897566	0.017664118517904656	0.056762478879308464	0.11432473468249879	0.03979270789654495	0.09864176918621576	0.06389814730125337	0.2341037222295665	0.16327543283021265	0.017785527569433836	0.3586635021303708	0.1622736679391623	0.34532856971113834	0.15908983139954772	0.14546160664673227	0.5545147690853799	-4261.142123371077
64500	-4231.712554635237	-4267.380266022151	35.667711386913794	0.04464429034966552	0.12853465712852935	0.028998479302286398	0.05393963158637434	0.0863484752534065	0.03486052199017786	0.027791075009226146	0.0463547611247373	0.027339526974185326	0.04632304301321245	0.10375678836733115	0.04098616444819925	0.03966995459077374	0.10508727318789596	0.07793425673060325	0.10743110094339525	0.04422171466828627	0.3319756981085378	0.15065715001333382	0.00620787698648643	0.350092724994231	0.11684483522912412	0.5623724691739632	0.1712069682074694	0.13872801201488474	0.725365349411457	-4267.380266022151
66000	-4222.476653127595	-4260.355618952181	37.878965824587226	0.07894741181069195	0.14974743062527107	0.01722771174525159	0.048942257147579604	0.10598056636885204	0.040671916917842235	0.007651051607185037	0.028116237882726942	0.02360922794265454	0.07266125812898094	0.08147344609526799	0.03447932820886647	0.06965161157053712	0.08286616638833481	0.05918195989714876	0.09879241766280869	0.03342073501577153	0.24571323646514467	0.14349347054716707	0.005729142578969152	0.38269020467878645	0.1889532107141606	0.3091559474908004	0.17297653678587047	0.1500020900327958	0.6260023556019606	-4260.355618952181
67500	-4212.328386358578	-4253.17020438104	40.841818022461304	0.07108346866210169	0.09531133797328814	0.03245688900353045	0.05579477737549621	0.15662220167188512	0.027642060384302725	0.03543856965270643	0.023122441041527407	0.03784209312727688	0.04758293491966828	0.07309697202009832	0.01594881079335049	0.07130199580962207	0.09484978901041399	0.05478213540536166	0.10712352314936999	0.08296799961170354	0.21379613920572937	0.18124656493715693	0.011801964608534703	0.30543338827731265	0.20475394335956237	0.24464137411305295	0.17494871729300873	0.1503755668096724	0.7155453800829078	-4253.17020438104
69000	-4222.325024681535	-4261.43606466636	39.111039984824885	0.05403734976323113	0.08313614121502774	0.06952437719563317	0.05218117438758863	0.1691935865331344	0.028089618725527246	0.04535060470708862	0.05132641836678151	0.013367562128403357	0.02882913870429643	0.07082713722057687	0.031093458940112825	0.05295322791480953	0.06623306659603473	0.07466413566740804	0.10919300193434558	0.04784630987555401	0.2329634433298914	0.16006442434040782	0.002764234880915097	0.40781341721651376	0.14854817035671739	0.3661623163268488	0.16832752093978712	0.1334786701935598	0.6530706091614378	-4261.43606466636
70500	-4222.871805361997	-4263.941652917252	41.069847555255194	0.03701148091818806	0.06277070368667674	0.023900093522038403	0.049429987522950476	0.15980701034537495	0.02052708714364678	0.05187117744069375	0.05704949189231758	0.04660713386054554	0.04890718791025003	0.09505008525952349	0.01968437817017752	0.06860031363901017	0.06843368734466634	0.08045072818332746	0.10989945316061249	0.09509683876852106	0.25781058309609717	0.11456332869789124	0.0063354949160989915	0.39215387977154026	0.13403987474985074	0.3004511335638437	0.17837501694351365	0.136195392642461	0.6610331243417373	-4263.941652917252
72000	-4221.390006510774	-4259.9038973123	38.513890801525825	0.05999635624364243	0.04122640143283667	0.03435246440747386	0.046165453498756975	0.1676946037669987	0.028809527860961262	0.019175995985602316	0.04397261196441231	0.019129524281120122	0.0744646989626955	0.10746215449627197	0.05056070390330242	0.08044070267591423	0.08379524325042187	0.03129145778297062	0.11146209948661853	0.10862014027393244	0.2339249532581875	0.19451606752380393	0.010983043904339334	0.35650615459277735	0.09544964044695892	0.3448161554710029	0.17001495757549845	0.14864874467407768	0.6009352390348193	-4259.9038973123
73500	-4209.715029832196	-4255.078035667228	45.36300583503155	0.0747863028312892	0.07691802066194525	0.02790523332565959	0.02601238182533952	0.1710044259720259	0.024537779041248646	0.02939120484456114	0.07397130851984227	0.05015117385671584	0.048886283464224266	0.07765267370805351	0.05381354764274764	0.08829368283306865	0.03946516400606832	0.038814546879198435	0.09839627058801159	0.07121049417180755	0.1744227463444855	0.14812305609589452	0.005019814754960236	0.38347787343240236	0.21774601520044923	0.29447582625535296	0.18229117735606393	0.1679298187058351	0.6441918279103447	-4255.078035667228
