Sample	posterior	likelihood	prior	pi.0	pi.1	pi.2	pi.3	pi.4	pi.5	pi.6	pi.7	pi.8	pi.9	pi.a	pi.b	pi.c	pi.d	pi.e	pi.f	rates.AC	rates.AG	rates.AT	rates.CG	rates.CT	rates.GT	Theta	delta	epsilon	psi.height	E.treeLikelihood
0	-4483.5721202673	-4515.660146853292	32.08802658599186	0.08443048022050322	0.07085070047960224	0.1513458620057012	0.036545261786571	0.0791009333313862	0.0994089745217123	0.04851135036377522	0.05368708782443827	0.0562268706522437	0.08215925998233442	0.04315702384866186	0.029369054187260806	0.04163127688443931	0.030775253489529468	0.05386944560036617	0.03893116482147455	0.13000396271544393	0.1941907834307341	0.018948138740956355	0.24204096020454327	0.2689721190367004	0.14584403587162187	0.5630757908479062	0.17203633392871034	0.09147468902087669	1.6729463119060055	-4515.660146853292
1500	-4477.564283883485	-4512.330534622293	34.766250738808765	0.0980174245974749	0.04808692313052475	0.12277761807719176	0.0396665827315037	0.0869765754427311	0.09955417602359076	0.040867292924631045	0.05368708782443827	0.04841071721848322	0.08616485597455265	0.04470413108087809	0.0427704467872658	0.044312076816749375	0.060705142131512964	0.04983342523374894	0.03346552400472255	0.14645655961628543	0.20901413031251573	0.05802333785523747	0.26738156647385847	0.15851734269498	0.16060706304712283	0.5367799382023408	0.176379021670761	0.10287049305850221	1.2640803831377443	-4512.330534622293
3000	-4489.740340878341	-4518.745810662931	29.005469784589863	0.13948827605834258	0.060704368646572034	0.08636368464781494	0.036691388478550066	0.040680269176396264	0.09262599118584827	0.022792009070479805	0.02901465391292156	0.09817154404835729	0.11430092336446573	0.05213036420665469	0.029147665439286805	0.056812768083645035	0.08245471098151788	0.02351776533413684	0.03510361736501009	0.13736746203442585	0.2160506966182485	0.06477634577220122	0.2509610074344589	0.14778833540661926	0.18305615273404618	0.573243629625918	0.15093733879981755	0.08565138519115655	1.508840449494169	-4518.745810662931
4500	-4486.573007862442	-4518.740861569081	32.16785370663916	0.10389448436476445	0.06474964209975695	0.10469286497527346	0.06248036735016186	0.05980042251474805	0.09358498946239724	0.05556116636556865	0.05067935554738616	0.07540218938565404	0.10078673348824888	0.04432013252621748	0.05236765218472334	0.03685397869874986	0.03626859928805603	0.013945729954961406	0.04461169179333203	0.16571465782079292	0.21095779439805956	0.056118994937913134	0.1784861261058808	0.16188510869865702	0.2268373180386964	0.45496899673551355	0.1877452482806263	0.08916666124315452	1.152381078245313	-4518.740861569081
6000	-4485.756878359244	-4517.053162498963	31.296284139718185	0.10057591870604313	0.04539452317266066	0.1383085344882234	0.07555134398269409	0.06676954119921777	0.10185674555185036	0.04366270124413156	0.0576986000901267	0.08224489170557736	0.09514689567265797	0.04966066681359055	0.022805235339469085	0.0359046777174817	0.028130250900462055	0.027510293581043316	0.028779179834770116	0.13462562736351041	0.14821457967948165	0.019814852705376775	0.23412156640420642	0.32575242930239123	0.13747094454503334	0.5450289764235265	0.17227905839913585	0.11193599113466411	1.5274205126550142	-4517.053162498963
7500	-4486.484838850042	-4519.745124456462	33.26028560641925	0.10057591870604313	0.07453867485458684	0.1581186197339447	0.06163060955417222	0.053618936715450406	0.08825546490948989	0.01391693935097401	0.04451974048334048	0.04983624197799479	0.12249600204161606	0.02757443421570851	0.03438236789472423	0.03163036677819254	0.0546393499135492	0.03902308959822447	0.045243243271988316	0.132096292410044	0.19056947225762227	0.055673437953226795	0.24583312470985522	0.24918663755640474	0.12664103511284674	0.48448091498033385	0.18765970896878442	0.11328792944672376	1.2541534965837704	-4519.745124456462
9000	-4478.373790359979	-4511.310661924262	32.93687156428352	0.08356341821513419	0.08547718033191394	0.0998531755560261	0.05619140347701031	0.04146157419708119	0.09949843789310278	0.02859240033596839	0.04553233389130529	0.09644111005551785	0.11998438244382133	0.051687233510712936	0.02216853043820679	0.051805929458053505	0.0523850547691303	0.03883872512297588	0.026519110304038952	0.1564539290662916	0.2660500741949552	0.040986953242432525	0.21731813372485345	0.17807538735263168	0.14111552241883546	0.4221736418512084	0.17251040298673556	0.09163042537879171	1.4598858795466259	-4511.310661924262
10500	-4478.20299853042	-4509.491740203852	31.288741673432078	0.11161125856881586	0.07129679149954898	0.08508416668823966	0.07048544964765566	0.05304190192002655	0.09080832064045122	0.04138154638889536	0.037853054842756716	0.09832811849693497	0.10815294297444483	0.055162488571547014	0.03448585027050813	0.0191388435113065	0.056296259573528094	0.0403538961013012	0.026519110304038952	0.13015810166230515	0.19095545980279707	0.034340821358719825	0.26228010406647667	0.23293641224563708	0.1493291008640641	0.6849531206571524	0.1820829290255919	0.1075345981798664	1.4898298419024467	-4509.491740203852
12000	-4477.023555406546	-4506.535440880464	29.511885473918277	0.10885865834735035	0.04350830801385039	0.07401353503665464	0.07028665240411971	0.07223367639204442	0.09734856669601677	0.05748100602980975	0.05948245890320033	0.11016056867983318	0.08826808357743485	0.05266357609862694	0.01675832852962337	0.019892764526543018	0.046161715052424605	0.0417802215529858	0.04110188015948158	0.1278289231379898	0.21984298648194056	0.06026276149236656	0.22569896007856372	0.19307015253679624	0.17329621627234304	0.8729153689667686	0.17983069092454712	0.09333173071274173	1.3733801542255686	-4506.535440880464
13500	-4482.059632466795	-4508.792290416153	26.732657949358057	0.11027534012924353	0.07995867044375096	0.05846604602039028	0.020496259157087283	0.035249664808848044	0.10477239162387174	0.04919560628790784	0.060965377084034406	0.1273041704308703	0.09075179675655251	0.03865469427294459	0.018211183992800223	0.08182263906489011	0.04281034817970093	0.03820637983734881	0.042859431909758154	0.11662147613940362	0.18296303146901177	0.05009748422044865	0.23066055267332056	0.2691104698829626	0.1505469856148526	0.8912290909955416	0.1711218929482899	0.08357537997701862	1.4032415599423986	-4508.792290416153
15000	-4484.6654758984905	-4517.575063363841	32.909587465349894	0.08080637507372213	0.06550589870328705	0.10415953291416982	0.03333086945370224	0.04008084045982468	0.10209368872023133	0.07577706596472407	0.057231627915451874	0.10041486889493006	0.06284062981811847	0.061897658290072904	0.034599327531705026	0.06289887942453594	0.04705870943737179	0.023896082329719896	0.04740794506843243	0.20998671269700594	0.17431593247394273	0.043034200115179326	0.2264346333377393	0.22980822820392385	0.11642029317220869	0.38989476317263744	0.18584674432854215	0.10870320548107865	1.4914424116275333	-4517.575063363841
16500	-4480.785159878626	-4514.692104271089	33.9069443924632	0.12004857304894112	0.062306650762954295	0.07188889577203317	0.056742264883428505	0.07001579804337071	0.12209883465978413	0.07440123078208323	0.05849959373844716	0.08478305764380897	0.06509641892018701	0.0549565184668824	0.045135822511410795	0.03905726812755662	0.031796586177925926	0.023966430990660877	0.01920605547052478	0.11444187817606201	0.20551557383062663	0.04229789033170807	0.25843233472767957	0.19924825372176475	0.18006406921215884	0.5662159147964819	0.16199989506680937	0.09391370018886068	1.2189775597655523	-4514.692104271089
18000	-4484.286201900264	-4513.311032049801	29.024830149536516	0.09656523346053084	0.07775452094115018	0.12992621391197348	0.03767932948373537	0.04905646520860163	0.1008355361287579	0.07092042913916088	0.07316759450101322	0.06697242340908571	0.08112476572643405	0.03918990585272127	0.04753623894081268	0.04558877520913623	0.04157546086955661	0.01454271892669514	0.02756438829063452	0.11598764055145484	0.14210869220782532	0.126893865423976	0.22480873848104296	0.22994211332495437	0.1602589500107464	0.6636455509884761	0.16694173580282828	0.07914493028317204	1.3598503990462838	-4513.311032049801
19500	-4481.736310201817	-4513.87322795098	32.13691774916294	0.09385200806389596	0.049719616290538546	0.061009440370751254	0.08017478906276376	0.05377516389140259	0.10104927267573428	0.03018487532947678	0.07262990249528278	0.12376784600530295	0.12340614970273021	0.05155068858189552	0.0559911510645255	0.025241052442966525	0.039899744150534246	0.015553528718204188	0.022194771153994597	0.11684385569957423	0.22261144383492004	0.08745822339337514	0.20702610008953878	0.2543281079127161	0.11173226906987563	0.616224040625985	0.18660958332708735	0.10183141045190859	1.2494944271010249	-4513.87322795098
21000	-4484.46524827786	-4513.654082973895	29.188834696035205	0.09619214325604555	0.031866254618576756	0.07240469824257564	0.03845800188099902	0.08857742453613654	0.0978548286192934	0.06610967634431592	0.0490609041716528	0.13596513600075222	0.07742269889984951	0.04950535143613985	0.018557029159922835	0.0474887541146801	0.060270344777719004	0.05434153804965011	0.015925215891690436	0.13124621896481578	0.18295497363501323	0.06705608065337125	0.2731796948334836	0.18079762793876825	0.1647654039745478	0.799371106012545	0.16763774976805965	0.08294926141333907	1.647303820037554	-4513.654082973895
22500	-4490.026498949485	-4518.263472360517	28.23697341103162	0.11006673726426366	0.03596949242921718	0.029674002634484373	0.02684905271411929	0.09203893076119342	0.09703197854297843	0.06678856806496561	0.05785565309614429	0.18668550391211014	0.08764347612119	0.0454263496002148	0.01442008385953452	0.04270292667937809	0.04280838937161749	0.04648107884223995	0.017557776106348455	0.0817803984191127	0.22440844990755893	0.10621098907650296	0.25259211178125	0.24744983352691619	0.08755821728865909	0.8223028131290289	0.15435906211966613	0.11329966323609095	1.4565791554892626	-4518.263472360517
